SkDg;typDg;kodDg;nazovDg
Trauma a poúrazové stavy ;akákoľvek;S2012;Iné a bližšie neurčené povrchové poranenia prsníka: tvorba pľuzgierov (netermických)
Trauma a poúrazové stavy ;akákoľvek;S2013;Iné a bližšie neurčené povrchové poranenia prsníka: uštipnutie hmyzom alebo vpich (nejedovatý)
Trauma a poúrazové stavy ;akákoľvek;S2014;Iné a bližšie neurčené povrchové poranenia prsníka: povrchové cudzie telesá (úlomky)
Trauma a poúrazové stavy ;akákoľvek;S2018;Iné a bližšie neurčené povrchové poranenia prsníka: iné
Trauma a poúrazové stavy ;akákoľvek;S202;Pomliaždenie hrudníka
Trauma a poúrazové stavy ;akákoľvek;S2030;Iné povrchové poranenie prednej steny hrudníka: druh poranenia bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;S2031;Iné povrchové poranenie prednej steny hrudníka: odrenina
Trauma a poúrazové stavy ;akákoľvek;S2032;Iné povrchové poranenie prednej steny hrudníka: tvorba pľuzgierov (netermických)
Trauma a poúrazové stavy ;akákoľvek;S2033;Iné povrchové poranenie prednej steny hrudníka: uštipnutie hmyzom alebo vpich (nejedovatý)
Trauma a poúrazové stavy ;akákoľvek;S2034;Iné povrchové poranenie prednej steny hrudníka: povrchové cudzie telesá (úlomky)
Trauma a poúrazové stavy ;akákoľvek;S2038;Iné povrchové poranenie prednej steny hrudníka: iné
Trauma a poúrazové stavy ;akákoľvek;S2040;Iné povrchové poranenie zadnej steny hrudníka: druh poranenia bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;S2041;Iné povrchové poranenie zadnej steny hrudníka: odrenina
Trauma a poúrazové stavy ;akákoľvek;S2042;Iné povrchové poranenie zadnej steny hrudníka: tvorba pľuzgierov (netermických)
Trauma a poúrazové stavy ;akákoľvek;S2043;Iné povrchové poranenie zadnej steny hrudníka: uštipnutie hmyzom alebo vpich (nejedovatý)
Trauma a poúrazové stavy ;akákoľvek;S2044;Iné povrchové poranenie zadnej steny hrudníka: povrchové cudzie telesá (úlomky)
Trauma a poúrazové stavy ;akákoľvek;S2048;Iné povrchové poranenie zadnej steny hrudníka: iné
Trauma a poúrazové stavy ;akákoľvek;S207;Viaceré povrchové poranenia hrudníka
Trauma a poúrazové stavy ;akákoľvek;S2080;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: druh poranenia bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;S2081;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: odrenina
Trauma a poúrazové stavy ;akákoľvek;S2082;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: tvorba pľuzgierov (netermických)
Trauma a poúrazové stavy ;akákoľvek;S2083;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: uštipnutie hmyzom alebo vpich (nejedovatý)
Trauma a poúrazové stavy ;akákoľvek;S2084;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: povrchové cudzie teleso (úlomky)
Trauma a poúrazové stavy ;akákoľvek;S2085;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: pomliaždenie
Trauma a poúrazové stavy ;akákoľvek;S2088;Povrchové poranenie inej a bližšie neurčenej časti hrudníka: iné
Trauma a poúrazové stavy ;akákoľvek;S210;Otvorená rana prsníka
Trauma a poúrazové stavy ;akákoľvek;S211;Otvorená rana prednej steny hrudníka
Trauma a poúrazové stavy ;akákoľvek;S212;Otvorená rana zadnej steny hrudníka
Trauma a poúrazové stavy ;akákoľvek;S217;Viaceré otvorené rany steny hrudníka
Trauma a poúrazové stavy ;akákoľvek;S2180;Otvorená rana inej časti hrudníka, bližšie neurčenej
Trauma a poúrazové stavy ;akákoľvek;S2183!;Otvorená rana každej časti hrudníka v spojení s vnútrohrudníkovým poranením
Trauma a poúrazové stavy ;akákoľvek;S2184!;Poškodenie mäkkých častí I. stupňa pri zatvorenej zlomenine alebo vykĺbení na hrudníku
Trauma a poúrazové stavy ;akákoľvek;S2185!;Poškodenie mäkkých častí II. stupňa pri zatvorenej zlomenine alebo vykĺbení na hrudníku
Trauma a poúrazové stavy ;akákoľvek;S2186!;Poškodenie mäkkých častí III. stupňa pri zatvorenej zlomenine alebo vykĺbení na hrudníku
Trauma a poúrazové stavy ;akákoľvek;S2187!;Poškodenie mäkkých častí I. stupňa pri otvorenej zlomenine alebo vykĺbení na hrudníku
Trauma a poúrazové stavy ;akákoľvek;S2188!;Poškodenie mäkkých častí II. stupňa pri otvorenej zlomenine alebo vykĺbení na hrudníku
Trauma a poúrazové stavy ;akákoľvek;S2189!;Poškodenie mäkkých častí III. stupňa pri otvorenej zlomenine alebo vykĺbení na hrudníku
Trauma a poúrazové stavy ;akákoľvek;S219;Otvorená rana hrudníka, bližšie neurčenej časti
Trauma a poúrazové stavy ;akákoľvek;S2200;Zlomenina hrudníkového stavca, úroveň bližšie neurčená
Trauma a poúrazové stavy ;akákoľvek;S2201;Zlomenina hrudníkového stavca Th1 a Th2
Trauma a poúrazové stavy ;akákoľvek;S2202;Zlomenina hrudníkového stavca Th3 a Th4
Trauma a poúrazové stavy ;akákoľvek;S2203;Zlomenina hrudníkového stavca Th5 a Th6
Trauma a poúrazové stavy ;akákoľvek;S2204;Zlomenina hrudníkového stavca Th7 a Th8
Trauma a poúrazové stavy ;akákoľvek;S2205;Zlomenina hrudníkového stavca Th9 a Th10
Trauma a poúrazové stavy ;akákoľvek;S2206;Zlomenina hrudníkového stavca Th11 a Th12
Trauma a poúrazové stavy ;akákoľvek;S221;Viaceré zlomeniny hrudníkovej chrbtice
Trauma a poúrazové stavy ;akákoľvek;S222;Zlomenina mostíka (sterna)
Trauma a poúrazové stavy ;akákoľvek;S2231;Zlomenina prvého rebra
Trauma a poúrazové stavy ;akákoľvek;S2232;Zlomenina iného rebra
Trauma a poúrazové stavy ;akákoľvek;S2240;Sériová zlomenina rebier, bližšie neurčená
Trauma a poúrazové stavy ;akákoľvek;S2241;Sériová zlomenina rebier s postihnutím prvého rebra
Trauma a poúrazové stavy ;akákoľvek;S2242;Sériová zlomenina rebier s postihnutím dvoch rebier
Trauma a poúrazové stavy ;akákoľvek;S2243;Sériová zlomenina rebier s postihnutím troch rebier
Trauma a poúrazové stavy ;akákoľvek;S2244;Sériová zlomenina rebier s postihnutím štyroch a viacerých rebier
Trauma a poúrazové stavy ;akákoľvek;S225;Instabilný (vlajúci) hrudník
Trauma a poúrazové stavy ;akákoľvek;S228;Zlomenina inej kostnej časti hrudníka
Trauma a poúrazové stavy ;akákoľvek;S229;Zlomenina bližšie neurčenej kostnej časti hrudníka
Trauma a poúrazové stavy ;akákoľvek;S230;Úrazové natrhnutie hrudníkovej medzistavcovej platničky
Trauma a poúrazové stavy ;akákoľvek;S2310;Vykĺbenie hrudníkového stavca v bližšie neurčenej úrovni
Trauma a poúrazové stavy ;akákoľvek;S2311;Vykĺbenie hrudníkového stavca v úrovni Th1/Th2 a Th2/Th3
Trauma a poúrazové stavy ;akákoľvek;S2312;Vykĺbenie hrudníkového stavca v úrovni Th3/Th4 a Th4/Th5
Trauma a poúrazové stavy ;akákoľvek;S2313;Vykĺbenie hrudníkového stavca v úrovni Th5/Th6 a Th6/Th7
Trauma a poúrazové stavy ;akákoľvek;S2314;Vykĺbenie hrudníkového stavca v úrovni Th7/Th8 a Th8/Th9
Trauma a poúrazové stavy ;akákoľvek;S2315;Vykĺbenie hrudníkového stavca v úrovni Th9/Th10 a Th10/Th11
Trauma a poúrazové stavy ;akákoľvek;S2316;Vykĺbenie hrudníkového stavca v úrovni Th11/Th12
Trauma a poúrazové stavy ;akákoľvek;S2317;Vykĺbenie hrudníkového stavca v úrovni Th12/L1
Trauma a poúrazové stavy ;akákoľvek;S232;Vykĺbenie iných a bližšie neurčených častí hrudníka
Trauma a poúrazové stavy ;akákoľvek;S233;Vyvrtnutie a natiahnutie hrudníkovej chrbtice
Trauma a poúrazové stavy ;akákoľvek;S234;Vyvrtnutie a natiahnutie rebier a hrudnej kosti
Trauma a poúrazové stavy ;akákoľvek;S235;Vyvrtnutie a natiahnutie iných a bližšie neurčených častí hrudníka
Trauma a poúrazové stavy ;akákoľvek;S240;Otras a opuch hrudníkovej miechy
Trauma a poúrazové stavy ;akákoľvek;S2410;Poranenie hrudníkovej miechy, bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;S2411;Kompletné priečne poranenie hrudníkovej miechy
Trauma a poúrazové stavy ;akákoľvek;S2412;Nekompletné priečne poranenie hrudníkovej miechy
Trauma a poúrazové stavy ;akákoľvek;S242;Poranenie hrudníkového nervového koreňa
Trauma a poúrazové stavy ;akákoľvek;S243;Poranenie periférnych nervov hrudníka
Trauma a poúrazové stavy ;akákoľvek;S244;Poranenie nervov hrudníkového sympatika
Trauma a poúrazové stavy ;akákoľvek;S245;Poranenie iných nervov hrudníka
Trauma a poúrazové stavy ;akákoľvek;S246;Poranenie bližšie neurčeného nervu hrudníka
Trauma a poúrazové stavy ;akákoľvek;S247-!;Funkčná výška pri poranení hrudníkovej miechy
Trauma a poúrazové stavy ;akákoľvek;S2470!;Funkčná výška pri poranení hrudníkovej miechy: úroveň bližšie neurčená
Trauma a poúrazové stavy ;akákoľvek;S2471!;Funkčná výška pri poranení hrudníkovej miechy: Th1
Trauma a poúrazové stavy ;akákoľvek;S2472!;Funkčná výška pri poranení hrudníkovej miechy: Th2/Th3
Trauma a poúrazové stavy ;akákoľvek;S2473!;Funkčná výška pri poranení hrudníkovej miechy: Th4/Th5
Trauma a poúrazové stavy ;akákoľvek;S2474!;Funkčná výška pri poranení hrudníkovej miechy: Th6/Th7
Trauma a poúrazové stavy ;akákoľvek;S2475!;Funkčná výška pri poranení hrudníkovej miechy: Th8/Th9
Trauma a poúrazové stavy ;akákoľvek;S2476!;Funkčná výška pri poranení hrudníkovej miechy: Th10/Th11
Trauma a poúrazové stavy ;akákoľvek;S2477!;Funkčná výška pri poranení hrudníkovej miechy: Th12
Trauma a poúrazové stavy ;akákoľvek;S250;Poranenie hrudníkovej aorty
Trauma a poúrazové stavy ;akákoľvek;S251;Poranenie truncus brachiocephalicus alebo a.subclavia
Trauma a poúrazové stavy ;akákoľvek;S252;Poranenie hornej dutej žily
Trauma a poúrazové stavy ;akákoľvek;S253;Poranenie v. innominata (v. brachiocephalica) alebo v. subclavia
Trauma a poúrazové stavy ;akákoľvek;S254;Poranenie pľúcnych krvných ciev
Trauma a poúrazové stavy ;akákoľvek;S255;Poranenie medzirebrových ciev
Trauma a poúrazové stavy ;akákoľvek;S257;Poranenie viacerých krvných ciev hrudníka
Trauma a poúrazové stavy ;akákoľvek;S258;Poranenie iných krvných ciev hrudníka
Trauma a poúrazové stavy ;akákoľvek;S259;Poranenie bližšie neurčenej krvnej cievy hrudníka
Trauma a poúrazové stavy ;akákoľvek;S260;Poranenie srdca so zakrvácaním do osrdcovníkového vaku (hemoperikardom)
Trauma a poúrazové stavy ;akákoľvek;S2681;Pomliaždenie srdca
Trauma a poúrazové stavy ;akákoľvek;S2682;Tržné poranenie srdca bez otvorenia srdcovej dutiny
Trauma a poúrazové stavy ;akákoľvek;S2683;Tržné poranenie srdca s otvorením srdcovej dutiny
Trauma a poúrazové stavy ;akákoľvek;S2688;Iné poranenia srdca
Trauma a poúrazové stavy ;akákoľvek;S269;Poranenie srdca, bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;S270;Úrazový pneumotorax
Trauma a poúrazové stavy ;akákoľvek;S271;Úrazový hemotorax
Trauma a poúrazové stavy ;akákoľvek;S272;Úrazový hemopneumotorax
Trauma a poúrazové stavy ;akákoľvek;S2731;Pomliaždenie a hematóm pľúc
Trauma a poúrazové stavy ;akákoľvek;S2732;Tržné poranenie pľúc
Trauma a poúrazové stavy ;akákoľvek;S2738;Iné a bližšie neurčené poranenie pľúc
Trauma a poúrazové stavy ;akákoľvek;S274;Poranenie priedušky
Trauma a poúrazové stavy ;akákoľvek;S275;Poranenie priedušnice v oblasti hrudníka
Trauma a poúrazové stavy ;akákoľvek;S276;Poranenie pohrudnice
Trauma a poúrazové stavy ;akákoľvek;S277;Viaceré poranenia vnútrohrudníkových orgánov
Trauma a poúrazové stavy ;akákoľvek;S2781;Poranenie bránice
Trauma a poúrazové stavy ;akákoľvek;S2782;Poranenie ductus thoracicus
Trauma a poúrazové stavy ;akákoľvek;S2783;Poranenie hrudnej časti pažeráka
Trauma a poúrazové stavy ;akákoľvek;S2784;Poranenie dojčenskej žľazy [týmusu]
Trauma a poúrazové stavy ;akákoľvek;S2788;Poranenie iných bližšie určených vnútrohrudníkových orgánov a štruktúr
Trauma a poúrazové stavy ;akákoľvek;S279;Poranenie vnútrohrudníkového orgánu, bližšie nerčeného
Trauma a poúrazové stavy ;akákoľvek;S280;Rozdrvený hrudník
Trauma a poúrazové stavy ;akákoľvek;S281;Úrazová amputácia časti hrudníka
Trauma a poúrazové stavy ;akákoľvek;S290;Poranenie svalu a šľachy v úrovni hrudníka
Trauma a poúrazové stavy ;akákoľvek;S297;Viaceré poranenia hrudníka
Trauma a poúrazové stavy ;akákoľvek;S298;Iné poranenie hrudníka, bližšie určené
Trauma a poúrazové stavy ;akákoľvek;S299;Poranenie hrudníka, bližšie neurčené
Trauma a poúrazové stavy ;akákoľvek;S300;Pomliaždenie driekovokrížovej oblasti a panvy
Trauma a poúrazové stavy ;akákoľvek;S301;Pomliaždenie brušnej steny
Trauma a poúrazové stavy ;akákoľvek;S302;Pomliaždenie vonkajších pohlavných orgánov
Trauma a poúrazové stavy ;akákoľvek;S307;Viaceré povrchové poranenia brucha, drieku a panvy
Trauma a poúrazové stavy ;akákoľvek;S3080;Iné povrchové poranenie brucha, drieku a panvy: druh poranenia bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;S3081;Iné povrchové poranenie brucha, drieku a panvy: odrenina
Trauma a poúrazové stavy ;akákoľvek;S3082;Iné povrchové poranenie brucha, drieku a panvy: tvorba pľuzgierov (netermických)
Trauma a poúrazové stavy ;akákoľvek;S3083;Iné povrchové poranenie brucha, drieku a panvy: uštipnutie hmyzom alebo vpich (nejedovatý)
Trauma a poúrazové stavy ;akákoľvek;S3084;Iné povrchové poranenie brucha, drieku a panvy: povrchové cudzie telesá (úlomky)
Trauma a poúrazové stavy ;akákoľvek;S3085;Iné povrchové poranenie brucha, drieku a panvy: pomliaždenie
Trauma a poúrazové stavy ;akákoľvek;S3088;Iné povrchové poranenie brucha, drieku a panvy: iné
Trauma a poúrazové stavy ;akákoľvek;S3090;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: druh poranenia bližšie neurčený
Trauma a poúrazové stavy ;akákoľvek;S3091;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: odrenina
Trauma a poúrazové stavy ;akákoľvek;S3092;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: tvorba pľuzgierov (netermických)
Trauma a poúrazové stavy ;akákoľvek;S3093;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: uštipnutie hmyzom alebo vpich (nejedovatý)
Trauma a poúrazové stavy ;akákoľvek;S3094;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: povrchové cudzie telesá (úlomky)
Trauma a poúrazové stavy ;akákoľvek;S3095;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: pomliaždenie
Trauma a poúrazové stavy ;akákoľvek;S3098;Povrchové poranenie bližšie neurčenej časti brucha, drieku a panvy: iné
Trauma a poúrazové stavy ;akákoľvek;S310;Otvorená rana drieku a panvy
Trauma a poúrazové stavy ;akákoľvek;S311;Otvorená rana brušnej steny
Trauma a poúrazové stavy ;akákoľvek;S312;Otvorená rana penisu
Trauma a poúrazové stavy ;akákoľvek;S313;Otvorená rana skróta a semenníkov
Trauma a poúrazové stavy ;akákoľvek;S314;Otvorená rana pošvy a vulvy
Trauma a poúrazové stavy ;akákoľvek;S315;Otvorená rana iných a bližšie neurčených častí vonkajších pohlavných orgánov
Trauma a poúrazové stavy ;akákoľvek;S317;Viaceré otvorené rany brucha, drieku a panvy
Trauma a poúrazové stavy ;akákoľvek;S3180;Otvorená rana inej a bližšie neurčenej časti brucha
Trauma a poúrazové stavy ;akákoľvek;S3183!;Otvorená rana (ktorákoľvek časť brucha, drieku a panvy) v spojení s vnútrobrušným poranením
Trauma a poúrazové stavy ;akákoľvek;S3184!;Poškodenie mäkkých častí I. stupňa pri zatvorenej zlomenine alebo vykĺbení driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3185!;Poškodenie mäkkých častí II. stupňa pri zatvorenej zlomenine alebo vykĺbení driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3186!;Poškodenie mäkkých častí III. stupňa pri zatvorenej zlomenine alebo vykĺbení driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3187!;Poškodenie mäkkých častí I. stupňa pri otvorenej zlomenine alebo vykĺbení driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3188!;Poškodenie mäkkých častí II. stupňa pri otvorenej zlomenine alebo vykĺbení driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3189!;Poškodenie mäkkých častí III. stupňa pri otvorenej zlomenine alebo vykĺbení driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3200;Zlomenina driekového stavca, úroveň bližšie neurčená
Trauma a poúrazové stavy ;akákoľvek;S3201;Zlomenina driekového stavca L1
Trauma a poúrazové stavy ;akákoľvek;S3202;Zlomenina driekového stavca L2
Trauma a poúrazové stavy ;akákoľvek;S3203;Zlomenina driekového stavca L3
Trauma a poúrazové stavy ;akákoľvek;S3204;Zlomenina driekového stavca L4
Trauma a poúrazové stavy ;akákoľvek;S3205;Zlomenina driekového stavca L5
Trauma a poúrazové stavy ;akákoľvek;S321;Zlomenina krížovej kosti
Trauma a poúrazové stavy ;akákoľvek;S322;Zlomenina kostrče
Trauma a poúrazové stavy ;akákoľvek;S323;Zlomenina os ilium
Trauma a poúrazové stavy ;akákoľvek;S324;Zlomenina acetabula
Trauma a poúrazové stavy ;akákoľvek;S325;Zlomenina os pubis
Trauma a poúrazové stavy ;akákoľvek;S327;Viaceré zlomeniny driekovej chrbtice a panvy
Trauma a poúrazové stavy ;akákoľvek;S3281;Zlomenina os ischium
Trauma a poúrazové stavy ;akákoľvek;S3282;Zlomenina driekovej chrbtice a krížovej kosti, bližšie neurčená časť
Trauma a poúrazové stavy ;akákoľvek;S3283;Zlomenina panvy, bližšie neurčená časť
