kodHDg;nazovHDg;kodMS;nazovMS
F058;Iné delírium;S74-14;Organické psychické poruchy
F059;Delírium, bližšie neurčené;S74-14;Organické psychické poruchy
F060;Organická halucinóza;S74-14;Organické psychické poruchy
F061;Organická katatonická porucha;S74-14;Organické psychické poruchy
F062;Organická porucha s bludmi [podobná schizofrénii];S74-14;Organické psychické poruchy
F063;Organická afektívna porucha;S74-14;Organické psychické poruchy
F064;Organická úzkostná porucha;S74-14;Organické psychické poruchy
F065;Organická disociatívna porucha;S74-14;Organické psychické poruchy
F066;Emočná labilita [asténia] na organickom podklade;S74-14;Organické psychické poruchy
F067;Ľahká kognitívna porucha;S74-14;Organické psychické poruchy
F068;Iná psychická porucha zapríčinená poškodením a dysfunkciou mozgu a somatickou chorobou, bližšie určená;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F069;Psychická porucha zapríčinená poškodením a dysfunkciou mozgu a somatickou chorobou, bližšie neurčená;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F070;Porucha osobnosti na organickom podklade;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F071;Postencefalitický syndróm;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F072;Postkomočný syndróm;S73-34;Iné ochorenia NS
F078;Iná organická porucha osobnosti a správania zapríčinená chorobou, poškodením a dysfunkciou mozgu;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F079;Organická porucha osobnosti a správania zapríčinená chorobou, poškodením a dysfunkciou mozgu, bližšie neurčená;S74-14;Organické psychické poruchy
F09;Organická alebo symptomatická psychická porucha, bližšie neurčená;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F100;Porucha psychiky a správania zapríčinená užívaním alkoholu: akútna intoxikácia;S63-29;Akútna intoxikácia alkoholom, tabakom a prchavými rozpúšťadlami
F101;Porucha psychiky a správania zapríčinená užívaním alkoholu: škodlivé užívanie;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F102;Porucha psychiky a správania zapríčinená užívaním alkoholu: syndróm závislosti;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F103;Porucha psychiky a správania zapríčinená užívaním alkoholu: abstinenčný syndróm;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F104;Porucha psychiky a správania zapríčinená užívaním alkoholu: abstinenčný syndróm s delíriom;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F105;Porucha psychiky a správania zapríčinená užívaním alkoholu: psychotická porucha;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F106;Porucha psychiky a správania zapríčinená užívaním alkoholu: amnestický syndróm;S73-35;Iné chronické poruchy mozgovej funkcie a demencia
F107;Porucha psychiky a správania zapríčinená užívaním alkoholu: reziduálna a neskoro nastupujúca psychotická porucha;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F108;Iná porucha psychiky a správania zapríčinená užívaním alkoholu;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F109;Porucha psychiky a správania zapríčinená užívaním alkoholu, bližšie neurčená;S74-12;Psychické poruchy zapríčinené užívaním alkoholu a odvykacia kúra
F110;Porucha psychiky a správania zapríčinená užívaním opiátov: akútna intoxikácia;S63-12;Akútna intoxikácia inými drogami
F111;Porucha psychiky a správania zapríčinená užívaním opiátov: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F112;Porucha psychiky a správania zapríčinená užívaním opiátov: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F113;Porucha psychiky a správania zapríčinená užívaním opiátov: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F114;Porucha psychiky a správania zapríčinená užívaním opiátov: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F115;Porucha psychiky a správania zapríčinená užívaním opiátov: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F116;Porucha psychiky a správania zapríčinená užívaním opiátov: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F117;Porucha psychiky a správania zapríčinená užívaním opiátov: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F118;Iná porucha psychiky a správania zapríčinená užívaním opiátov;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F119;Porucha psychiky a správania zapríčinená užívaním opiátov, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F120;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: akútna intoxikácia;S63-12;Akútna intoxikácia inými drogami
F121;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F122;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F123;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F124;Porucha psychiky a správania. zapríčinená užívaním kanabinoidov: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F125;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F126;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F127;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F128;Iná porucha psychiky a správania zapríčinená užívaním kanabinoidov;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F129;Porucha psychiky a správania zapríčinená užívaním kanabinoidov, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F130;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: akútna intoxikácia;S63-12;Akútna intoxikácia inými drogami
F131;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F132;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F133;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F134;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F135;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F136;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F137;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F138;Iná porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F139;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F140;Porucha psychiky a správania zapríčinená užívaním kokaínu: akútna intoxikácia;S63-12;Akútna intoxikácia inými drogami
F141;Porucha psychiky a správania zapríčinená užívaním kokaínu: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F142;Porucha psychiky a správania zapríčinená užívaním kokaínu: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F143;Porucha psychiky a správania zapríčinená užívaním kokaínu: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F144;Porucha psychiky a správania zapríčinená užívaním kokaínu: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F145;Porucha psychiky a správania zapríčinená užívaním kokaínu: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F146;Porucha psychiky a správania zapríčinená užívaním kokaínu: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F147;Porucha psychiky a správania zapríčinená užívaním kokaínu: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F148;Iná porucha psychiky a správania zapríčinená užívaním kokaínu;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F149;Porucha psychiky a správania zapríčinená, užívaním kokaínu, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F150;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: akútna intoxikácia;S63-12;Akútna intoxikácia inými drogami
F151;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F152;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F153;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F154;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F155;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F156;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F157;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F158;Iná porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F159;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F160;Porucha psychiky a správania zapríčinená užívaním halucinogénov: akútna intoxikácia;S63-12;Akútna intoxikácia inými drogami
F161;Porucha psychiky a správania zapríčinená užívaním halucinogénov: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F162;Porucha psychiky a správania zapríčinená užívaním halucinogénov: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F163;Porucha psychiky a správania zapríčinená užívaním halucinogénov: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F164;Porucha psychiky a správania zapríčinená užívaním halucinogénov: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F165;Porucha psychiky a správania zapríčinená užívaním halucinogénov: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F166;Porucha psychiky a správania zapríčinená užívaním halucinogénov: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F167;Porucha psychiky a správania zapríčinená užívaním halucinogénov: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F168;Iná porucha psychiky a správania zapríčinená užívaním halucinogénov;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F169;Porucha psychiky a správania zapríčinená užívaním halucinogénov, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F170;Porucha psychiky a správania zapríčinená užívaním tabaku: akútna intoxikácia;S63-29;Akútna intoxikácia alkoholom, tabakom a prchavými rozpúšťadlami
F171;Porucha psychiky a správania zapríčinená užívaním tabaku: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F172;Porucha psychiky a správania zapríčinená užívaním tabaku: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F173;Porucha psychiky a správania zapríčinená užívaním tabaku: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F174;Porucha psychiky a správania zapríčinená užívaním tabaku: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F175;Porucha psychiky a správania zapríčinená užívaním tabaku: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F176;Porucha psychiky a správania zapríčinená užívaním tabaku: amnestický syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F177;Porucha psychiky a správania zapríčinená užívaním tabaku: reziduálna a neskoro nastupujúca psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F178;Iná porucha psychiky a správania zapríčinená užívaním tabaku;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F179;Porucha psychiky a správania zapríčinená užívaním tabaku, bližšie neurčená;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F180;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: akútna intoxikácia;S63-29;Akútna intoxikácia alkoholom, tabakom a prchavými rozpúšťadlami
F181;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: škodlivé užívanie;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F182;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: syndróm závislosti;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F183;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: abstinenčný syndróm;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F184;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: abstinenčný syndróm s delíriom;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
F185;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: psychotická porucha;S74-13;Psychické poruchy zapríčinené závislosťou mimo alkoholu a odvykacia kúra
