kodHVyk;nazovHVyk;kodMS;nazovMS;Dgs
5b1322;Subtotálna resekcia štítnej žľazy jednostranne s excíziou uzla na protistrane, miniinvazívna radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1323;Subtotálna resekcia štítnej žľazy jednostranne s excíziou uzla na protistrane, miniinvazívna video a radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1324;Subtotálna resekcia štítnej žľazy jednostranne s excíziou uzla na protistrane, endoskopicky asistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1325;Subtotálna resekcia štítnej žľazy jednostranne s excíziou uzla na protistrane, endoskopicky radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1326;Subtotálna resekcia štítnej žľazy jednostranne s excíziou uzla na protistrane, s použitím elektroneurostimulátora;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b132x;Subtotálna resekcia štítnej žľazy jednostranne s excíziou uzla na protistrane, ostatné;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1330;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, štandardná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1331;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, miniinvazívna videoasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1332;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, miniinvazívna radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1333;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, miniinvazívna video a radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1334;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, endoskopicky asistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1335;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, endoskopicky radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1336;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, s použitím elektroneurostimulátora;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b133x;Subtotálna resekcia štítnej žľazy jednostranne s hemityreoidektómiou protistrany, ostatné;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1340;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, štandardná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1341;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, miniinvazívna videoasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1342;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, miniinvazívna radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1343;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, miniinvazívna video a radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1344;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, endoskopicky asistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1345;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, endoskopicky radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1346;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, s použitím elektroneurostimulátora;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b134x;Opakovaná revízia štítnej žľazy s čiastočnou resekciou, ostatné;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1350;Resekcia istmu, štandardná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1351;Resekcia istmu, miniinvazívna videoasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1352;Resekcia istmu, miniinvazívna radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1353;Resekcia istmu, miniinvazívna video a radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1354;Resekcia istmu, endoskopicky asistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1355;Resekcia istmu, endoskopicky radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1356;Resekcia istmu, s použitím elektroneurostimulátora;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b135x;Resekcia istmu, ostatné;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73,  D34, 
5b1360;Subtotálna resekcia štítnej žľazy, štandardná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1361;Subtotálna resekcia štítnej žľazy, miniinvazívna videoasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1362;Subtotálna resekcia štítnej žľazy, miniinvazívna radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1363;Subtotálna resekcia štítnej žľazy, miniinvazívna video a radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1364;Subtotálna resekcia štítnej žľazy, endoskopicky asistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1365;Subtotálna resekcia štítnej žľazy, endoskopicky radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1366;Subtotálna resekcia štítnej žľazy, s použitím elektroneurostimulátora;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b136x;Subtotálna resekcia štítnej žľazy, ostatné;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x0;Iná parciálna resekcia štítnej žľazy, štandardná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x1;Iná parciálna resekcia štítnej žľazy, miniinvazívna videoasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x2;Iná parciálna resekcia štítnej žľazy, miniinvazívna radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x3;Iná parciálna resekcia štítnej žľazy, miniinvazívna video a radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x4;Iná parciálna resekcia štítnej žľazy, endoskopicky asistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x5;Iná parciálna resekcia štítnej žľazy, endoskopicky radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13x6;Iná parciálna resekcia štítnej žľazy, s použitím elektroneurostimulátora;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b13xx;Iná parciálna resekcia štítnej žľazy, ostatné;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14070;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, štandardná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14071;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, miniinvazívna videoasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14072;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, miniinvazívna radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14073;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, miniinvazívna video a radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14074;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, endoskopicky asistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14075;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, endoskopicky radioasistovaná;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14076;Tyreoidektómia bez odstránenia prištítnych teliesok bez disekcie kompartmentu, s použitím elektroneurostimulátora;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14080;Tyreoidektómia bez odstránenia prištítnych teliesok s disekciou centrálneho kompartmentu s použitím elektroneurostimulátora;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14081;Tyreoidektómia bez odstránenia prištítnych teliesok s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b1408x;Tyreoidektómia bez odstránenia prištítnych teliesok s disekciou centrálneho kompartmentu, ostatné;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b140x;Tyreoidektómia bez odstránenia prištítnych teliesok, ostatné;S44-19;Hemityreoidektómie, tyreoidektómie a resekcie bez odstránenia prištítných teliesok - onko;C73,  D34, 
5b14170;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, štandardná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14171;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, miniinvazívna videoasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14172;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, miniinvazívna radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14173;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, miniinvazívna video a radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14174;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, endoskopicky asistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14175;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, endoskopicky radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14176;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, s použitím elektroneurostimulátora;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b1417x;Tyreoidektómia s odstránením prištítnych teliesok bez disekcie kompartmentu, ostatné;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14180;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, štandardná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14181;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, miniinvazívna videoasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14182;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, miniinvazívna radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14183;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, miniinvazívna video a radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14184;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, endoskopicky asistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14185;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, endoskopicky radioasistovaná;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
5b14186;Tyreoidektómia s odstránením prištítnych teliesok a s disekciou centrálneho kompartmentu a krčnou disekciou laterálneho kompartmentu lymfatických uzlín, s použitím elektroneurostimulátora;S44-57;Resekcie a revízia štítnej žľazy s odstránením prištítnych teliesok - onko;C73, C750, D34, D351
