kod_vykonu;nazov_vykonu
5n64120;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparotomicky
5n64121;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparoskopicky
5n64122;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, konverzia z laparoskopie na laparotómiu
5n64130;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparotomicky
5n64131;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparoskopicky
5n64132;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, konverzia z laparoskopie na laparotómiu
5n64x0;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty laparotomicky
5n64x1;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty laparoskopicky
5n64x2;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty konverzia z laparoskopie na laparotómiu
5n6500;Dilatácia na Oddiho zvierači a papilla duodeni major, laparotomicky
5n6504;Dilatácia na Oddiho zvierači a papilla duodeni major, konverzia z laparoskopie na laparotómiu
5n650x;Dilatácia na Oddiho zvierači a papilla duodeni major, ostatné
5n6510;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], laparotomicky
5n6512;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], laparoskopicky
5n6514;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], konverzia z laparoskopie na laparotómiu
5n651x;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], ostatné
5n6520;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, laparotomicky 
5n6522;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, laparoskopicky
5n6524;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, konverzia z laparoskopie na laparotómiu
5n652x;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, ostatné
5n6530;Deštrukcia chorého tkaniva papilla duodeni major, laparotomicky
5n6532;Deštrukcia chorého tkaniva papilla duodeni major, laparoskopicky
5n6534;Deštrukcia chorého tkaniva papilla duodeni major, konverzia z laparoskopie na laparotómiu
5n653x;Deštrukcia chorého tkaniva papilla duodeni major, ostatné
5n6550;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, laparotomicky
5n6552;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, laparoskopicky
5n6554;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, konverzia z laparoskopie na laparotómiu
5n655x;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, ostatné
5n65x0;Iné operácie na Oddiho zvierači a na papilla duodeni major, laparotomicky
5n65x2;Iné operácie na Oddiho zvierači a na papilla duodeni major, laparoskopicky
5n65x4;Iné operácie na Oddiho zvierači a na papilla duodeni major, konverzia z laparoskopie na laparotómiu
5n65xx;Iné operácie na Oddiho zvierači a na papilla duodeni major, ostatné
5n6900;Incízia ductus choledochus, laparotomicky
5n6902;Incízia ductus choledochus, laparoskopicky
5n6904;Incízia ductus choledochus, konverzia z laparoskopie na laparotómiu
5n6920;Odstránenie konkrementu zo žlčových ciest, laparotomicky
5n6922;Odstránenie konkrementu zo žlčových ciest, laparoskopicky
5n6924;Odstránenie konkrementu zo žlčových ciest, konverzia z laparoskopie na laparotómiu
5n6930;Excízia žlčových ciest, laparotomicky
5n6932;Excízia žlčových ciest, laparoskopicky
5n6934;Excízia žlčových ciest, konverzia z laparoskopie na laparotómiu
5n6940;Deštrukcia žlčových ciest, laparotomicky
5n6942;Deštrukcia žlčových ciest, laparoskopicky
5n6944;Deštrukcia žlčových ciest, konverzia z laparoskopie na laparotómiu
5n6950;Drenáž na žlčových cestách, laparotomicky
5n6952;Drenáž na žlčových cestách, laparoskopicky
5n6954;Drenáž na žlčových cestách, konverzia z laparoskopie na laparotómiu
5n69a0;Odstránenie aloplastického materiálu na žlčových cestách, laparotomicky
5n69a2;Odstránenie aloplastického materiálu na žlčových cestách, laparoskopicky
5n69a4;Odstránenie aloplastického materiálu na žlčových cestách, konverzia z laparoskopie na laparotómiu
5n69b0;Hemostáza žlčových ciest, laparotomicky
5n69b2;Hemostáza žlčových ciest, laparoskopicky
5n69b4;Hemostáza žlčových ciest, konverzia z laparoskopie na laparotómiu
5n69c0;Revízia žlčových ciest ako samostatný výkon, laparotomicky
5n69c2;Revízia žlčových ciest ako samostatný výkon, laparoskopicky
5n69c4;Revízia žlčových ciest ako samostatný výkon, konverzia z laparoskopie na laparotómiu
5n69d0;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, laparotomicky
5n69d2;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, laparoskopicky
5n69d4;Vsunutie protézy bez samoexpandujúcej schopnosti do žlčových ciest, konverzia z laparoskopie na laparotómiu
5n69e0;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, laparotomicky
5n69e2;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, laparoskopicky
5n69e4;Vsunutie dvoch alebo viac protéz bez samoexpandujúcej schopnosti do žlčových ciest, konverzia z laparoskopie na laparotómiu
5n69f0;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, laparotomicky
5n69f2;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, laparoskopicky
5n69f4;Výmena protézy bez samoexpandujúcej schopnosti v žlčových cestách, konverzia z laparoskopie na laparotómiu
5n69g;Sutúra žlčovodov po poranení
5n69j;Zrušenie biliodigestívnej anastomózy na žlčníku a žlčovodoch
5n69k;Premena biliodigestivnej anastomózy na žlčníku a žlčových cestách z refluxnej na antirefluxnú
5n69l;Revízia anastomózy žlčových ciest
5n69m;Uzavretie fistuly ductus choledochus
5n69x0;Ostatné operácie na žlčových cestách, laparotomicky
5n69x2;Ostatné operácie na žlčových cestách, laparoskopicky
5n69x4;Ostatné operácie na žlčových cestách, konverzia z laparoskopie na laparotómiu
5n7100;Incízia pankreasu bez ďalších výkonov
5n7101;Drenáž pankreasu
5n7102;Incízia pankreasu s odstránením konkrementov
5n710x;Incízia, drenáž pankreasu, ostatné
5n711;Excízia chorého tkaniva pankreasu
5n7120;Deštrukcia chorého tkaniva pankreasu bez laváže
5n7121;Deštrukcia chorého tkaniva pankreasu s lavážou
5n715;Ostatná lokálna excízia a deštrukcia chorobne zmenených tkanív pankreasu
5n7161;Pankreatogastrostómia
5n7162;Pankreatoduodenostómia
5n7163;Pankreatojejunostómia
5n71640;Pseudocystogastrostómia, laparotomicky
5n71641;Pseudocystogastrostómia, laparoskopicky
5n716x;Vnútorná drenáž pankreasu a derivácia pseudocysty pankreasu, ostatné
5n7200;Enukleácia nádoru pankreasu, laparotomicky
5n7202;Enukleácia nádoru pankreasu, laparoskopicky
5n7210;Parciálna ľavostranná pankreatektómia bez anastomózy, laparotomicky
5n7212;Parciálna ľavostranná pankreatektómia bez anastomózy, laparoskopicky
5n7214;Parciálna ľavostranná pankreatektómia bez anastomózy, konverzia z laparoskopie na laparotómiu
5n722;Parciálna resekcia hlavy pankreasu so zachovaním pyloru
5n723;Parciálna resekcia hlavy pankreasu so zachovaním duodena
5n724;Segmentárna pankreatektómia
5n725;Parciálna pankreatektómia s čiastočnou resekciou žalúdka (cefalická duodenopankreatektómia)
5n72a;Totálna pankreatektómia s parciálnou resekciou žalúdka
5n72b;Totálna pankreatektómia so zachovaním pyloru
5n72c;Totálna pankreatektómia so zachovaním duodena
5n72d;Totálna pankreatektómia, odstránenie transplantátu pankreasu
5n72x0;Parciálna pankreatektómia, ostatné
5n72x1;Totálna pankreatektómia, ostatné
5n740;Anastomóza ductus pankreaticus k žalúdku
5n741;Anastomóza ductus pankreaticus k jejunu
5n742;Anastomóza ductus pankreaticus k duodenu
5n743;Anastomóza ductus pankreaticus k jejunu s Roux-Y-anastomózou
5n74a;Transplantácia pankreasu, injekcia z pankreatického tkaniva
5n74b;Transplantácia pankreasu
5n74c;Transplantácia pankreasu a obličky
5n74x;Anastomóza ductus pankreaticus, ostatné
5n7900;Incízia ductus pancreaticus, laparotomicky
5n7902;Incízia ductus pancreaticus, laparoskopicky
5n7904;Incízia ductus pancreaticus, konverzia z laparoskopie na laparotómiu
5n790x;Incízia ductus pancreaticus, ostatné
5n7910;Incízia papily pankreasu [papilotómia], laparotomicky
5n791x;Incízia papily pankreasu [papilotómia], ostatné
5n7920;Odstránenie konkrementu z ductus pancreaticus, laparotomicky
5n792x;Odstránenie konkrementu z ductus pancreaticus, ostatné
5n7930;Excízia ductus pancreaticus, laparotomicky
5n793x;Excízia ductus pancreaticus, ostatné
5n7940;Deštrukcia ductus pancreaticus, laparotomicky
5n794x;Deštrukcia ductus pancreaticus, ostatné
5n7950;Drenáž ductus pancreaticus, laparotomicky
5n795x;Drenáž ductus pancreaticus, ostatné
5n79a0;Dilatácia pankreatických vývodov, laparotomicky
5n79ax;Dilatácia pankreatických vývodov, ostatné
5n79b0;Odstránenie aloplastického materiálu z pankreatických vývodov, laparotomicky
5n79bx;Odstránenie aloplastického materiálu z pankreatických vývodov, ostatné
5n79c0;Hemostáza na pankrease a pankreatických cestách, laparotomicky
5n79cx;Hemostáza na pankrease a pankreatických cestách, ostatné
5n79d0;Revízia na pankrease a pankreatických cestách ako samostatný výkon, laparotomicky
5n79dx;Revízia na pankrease a pankreatických cestách ako samostatný výkon, ostatné
5n79g0;Vsunutie samoexpandujúcej protézy na pankrease a pankreatických cestách, laparotomicky
5n79gx;Vsunutie samoexpandujúcej protézy na pankrease a pankreatických cestách, ostatné
5n79h0;Vsunutie protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, laparotomicky
5n79hx;Vsunutie protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, ostatné
5n79j0;Výmena samoexpandujúcej protézy na pankrease a pankreatických cestách, laparotomicky
5n79jx;Výmena samoexpandujúcej protézy na pankrease a pankreatických cestách, ostatné
5n79k0;Výmena protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, laparotomicky
5n79kx;Výmena protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, ostatné
5n79m0;Sutúra na pankrease a pankreatických cestách po poranení, laparotomicky
5n79m2;Sutúra na pankrease a pankreatických cestách po poranení, laparoskopicky
5n79m4;Sutúra na pankrease a pankreatických cestách po poranení, konverzia z laparoskopie na laparotómiu
5n79mx;Sutúra na pankrease a pankreatických cestách po poranení, ostatné
5n79n0;Transgastrická drenáž cysty pankreasu, laparotomicky
5n79x0;Iné operácie na pankrease a pankreatických cestách, laparotomicky
5n79x2;Iné operácie na pankrease a pankreatických cestách, laparoskopicky
5n79x4;Iné operácie na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu
5n79xx;Iné operácie na pankrease a pankreatických cestách, ostatné
5n8100;Uzavretie inguinálnej hernie [prietrže] bez plastiky s vysokým podviazaním vaku hernie a čiastočnou resekciou
5n8101;Uzavretie inguinálnej hernie [prietrže] bez plastiky s resekciou steny hydrokély
5n8102;Uzavretie inguinálnej hernie [prietrže] bez plastiky s funikulolýzou a dislokáciou semenníka
5n8103;Uzavretie inguinálnej hernie [prietrže] bez plastiky bez ďalších výkonov
5n810x;Uzavretie inguinálnej hernie [prietrže] bez plastiky, ostatné
5n811;Uzavretie inguinálnej hernie [prietrže] s plastikou
5n812;Uzavretie inguinálnej hernie [prietrže] s autológnym materiálom
5n8130;Uzavretie inguinálnej hernie [prietrže] s aloplastickým materiálom, laparotomicky
5n8131;Uzavretie inguinálnej hernie [prietrže] s aloplastickým materiálom, laparoskopicky transperitoneálne
5n8132;Uzavretie inguinálnej hernie [prietrže] s aloplastickým materiálom, endoskopicky, totálny extraperitoneálny prístup
5n813x;Uzavretie inguinálnej hernie [prietrže] s aloplastickým materiálom, ostatné
5n814;Uzavretie inguinálnej hernie [prietrže] s resekciou čreva bez dodatočnej laparotómie
5n8150;Uzavretie inguinálnej hernie [prietrže] pri recidíve s plastikou bez funikulo-orchidolýzy
5n8151;Uzavretie inguinálnej hernie [prietrže] pri recidíve s plastikou s funikulo-orchidolýzou
5n816;Uzavretie inguinálnej hernie [prietrže] pri recidíve s autológnym materiálom
5n8170;Uzavretie inguinálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, laparotomicky
5n8171;Uzavretie inguinálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, laparoskopicky transperitoneálne
5n8172;Uzavretie inguinálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, endoskopicky totálny extraperitoneálny prístup
5n817x;Uzavretie inguinálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, iný prístup
5n818;Uzavretie inguinálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, resekciou čreva bez dodatočnej laparotómie
5n81x;Uzavretie inguinálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, ostatné
5n820;Uzavretie femorálnej hernie [prietrže] [prietrže] bez plastiky
5n821;Uzavretie femorálnej hernie [prietrže] [prietrže] s plastikou
5n822;Uzavretie femorálnej hernie [prietrže] [prietrže] s autológnym materiálom
5n8230;Uzavretie femorálnej hernie [prietrže] s aloplastickým materiálom, otvorene chirurgicky
5n8231;Uzavretie femorálnej hernie [prietrže] s aloplastickým materiálom, laparoskopicky transperitoneálne
5n8232;Uzavretie femorálnej hernie [prietrže] s aloplastickým materiálom, endoskopicky totálny extraperitoneálny prístup
5n823x;Uzavretie femorálnej hernie [prietrže] s aloplastickým materiálom, ostatné
5n824;Uzavretie femorálnej hernie [prietrže] s resekciou čreva bez dodatočnej laparotómie
5n825;Uzavretie femorálnej hernie [prietrže] pri recidíve s plastikou
5n826;Uzavretie femorálnej hernie [prietrže] pri recidíve s autológnym materiálom
5n8270;Uzavretie femorálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, laparotomicky
5n8271;Uzavretie femorálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, laparoskopicky transperitoneálne
5n8272;Uzavretie femorálnej hernie [prietrže] pri recidíve, endoskopicky totálny extraperitoneálny prístup
5n827x;Uzavretie femorálnej hernie [prietrže] pri recidíve, ostatné
5n828;Uzavretie femorálnej hernie [prietrže] pri recidíve s resekciou čreva bez dodatočnej laparotómie
5n82x;Uzavretie femorálnej hernie [prietrže] pri recidíve s aloplastickým materiálom, ostatné
5n8301;Uzavretie umbilikálnej hernie [prietrže] bez plastiky s exstirpáciou pupočnej cysty
5n8302;Uzavretie umbilikálnej hernie [prietrže] bez plastiky s odstránením urachu
5n8303;Uzavretie umbilikálnej hernie [prietrže] bez plastiky bez ďalších výkonov
5n830x;Uzavretie umbilikálnej hernie [prietrže] bez plastiky, ostatné
5n831;Uzavretie umbilikálnej hernie [prietrže] s plastikou
5n832;Uzavretie umbilikálnej hernie [prietrže] s autológnym materiálom
5n8330;Uzavretie umbilikálnej hernie [prietrže] s aloplastickým materiálom, laparotomicky
5n8331;Uzavretie umbilikálnej hernie [prietrže] s aloplastickým materiálom, laparoskopicky transperitoneálne
5n8332;Uzavretie umbilikálnej hernie [prietrže] s aloplastickým materiálom, endoskopicky totálny extraperitoneálny prístup
5n833x;Uzavretie umbilikálnej hernie [prietrže] s aloplastickým materiálom, ostatné
5n83x;Uzavretie umbilikálnej hernie [prietrže], ostatné
5n840;Uzavretie epigastrickej hernie [prietrže] bez plastiky
