kod_diagnozy;nazov_diagnozy
S650;Poranenie a.ulnaris v úrovni zápästia a ruky
S651;Poranenie a.radialis v úrovni zápästia a ruky
S652;Poranenie ciev povrchového dlaňového oblúka
S653;Poranenie ciev hĺbkového dlaňového oblúka
S654;Poranenie krvnej cievy (ciev) palca
S655;Poranenie krvnej cievy (ciev) iného prsta ruky
S657;Poranenie viacerých krvných ciev v úrov.zápäs.a ruky
S658;Poranenie i.krvnej cievy v úrov.zápäs.a ruky
S659;Poranenie bliž.neurč.krvnej cievy v úrov.zápäsa ruky
S670;Drvivé poran.palca a iného prsta/prstov ruky
S678;Drvivé poran.i.a bliž.neurč.časti zápäs.a ruky
S701;Pomliaždenie stehna
S757;Poranenie viacerých krvných ciev v úrovni bedra a stehna
S758;Poranenie iných krvných ciev v úrovni bedra a stehna
S759;Poran.enie bliž.neurč.krvných ciev v úrovni bedra a stehna
S770;Drvivé poranenie bedra
S771;Drvivé poranenie stehna
S772;Drvivé poranenie bedra a stehna
S8211;Zlomenina hor.konca píšťaly,so zlom.ihlice (každá č.)
S8241;Zlomenina ihlice, izolovaná,horný koniec
S851;Poranenie (pred.)(zad.)píšťal.tepny
S852;Poranenie ihlicovej tepny [a.peronea]
S857;Poranenie viac.krv. ciev v úrov.predkol.
S859;Poranenie bliž.neurč.krv.cievy v úrov.predkol.
S870;Drvivé poranenie kolena
S878;Drvivé poranenie i.a bliž.neurč.časti predkol.
S950;Poranenie a.dorsalis pedis
S951;Poranenie a.plantaris pedis
S952;Poranenie v. dorsalis pedis
S957;Poranenie viac.krných .ciev v úrov.členka a nohy
S958;Poranenie inej krvnej cievy v úrovni členka a nohy
S959;Poranenie bliž.neurč.krvnej cievy v úrov.členka a nohy
S970;Drvivé poranenie členka
S971;Drvivé poranenie prsta (prstov) nohy
S978;Drvivé poranenie inej časti členka a nohy
T0200;Zlomeniny postih.hlavu aj krk,zatv./bez b.u.
T0201;Zlomeniny postihujúce hlavu aj krk, otvorené
T0211;Zlom.postih.hrud.-driek.kríž.obl.,/hrud.aj panv.,otvor.
T0240;Zlomeniny postih.viac.obl.oboch HK,zatv./bez b.u.
T0241;Zlomeniny postih.viac.obl.oboch HK,otvor.
T0250;Zlomeniny viac.obl.oboch DK,zatv./bez b.u.
T0251;Zlomeniny viac.obl.oboch DK,otvor.
T0260;Zlomeniny postih viac.obl.Hk a DK,zatv./bez b.u.
T0261;Zlomeniny viac.obl.HK,DK,otvor.
T0270;Zlomen.postih.hrud.driek.končat./hrud.panv.konč.zatv./bez b.u.
T0271;Zlomen.postih.hrud.s driek.a konč./hrud.s panv.a konč.,otvor.
T040;Drvivé poranenie postihujúce hlavu aj krk
T041;Drvivé poran.postih.hrud.aj brucho,hrud.aj driek,hrud.aj panvu
T042;Drvivé poran.postih.viac.obl.HK
T043;Drvivé poran.postih.viac.obl.DK
T044;Drvivé poran.postih.viac.obl.HK.aj DK
T047;Drv.por.pos.hr.,bru.a konč.,/hr.,drie.a konč.,/hr.,pan.a kon.
T048;Drvivé poran.postih.i.komb.telesných obl.
T049;Viaceré drvivé poranenia,bližšie neurčené
T058;Úrazová amput.post.i.komb.telesných obl.
T060;Poran.mozg.a hlav.nerv.komb.s por.nerv.a miechy v úr.krku
T061;Poran.nervov a miechy postih.i.viac.telesné obl.
T063;Poranenie krvných ciev postihujúce viaceré oblasti
T080;Zlomenina chrbtice v bliž.neuč.úrovni,zatvor./bez b.u.
T081;Zlomenina chrbtice v bliž.neurč.úrovni,otvorená
T091;Otvorená rana trupu v bližšie neurčenej úrovni
T093;Poranenie miechy v bližšie neurčenej úrovni
T094;Poran.bliž.neurč.nervu,miech.koreňa a nerv.spleti trupu
T096;Úrazová amputácia trupu v bližšie neurčenej úrovni
T114;Poranenie bliž.neurč.cievy HK,v bliž.neurč.úrovni
T134;Poranenie bliž.neurč.krv.cievy DK,v bliž.neurč.úrovni
T145;Poranenie krvnej cievy (ciev):oblasť bliž.neurč tela
T147;Drvivé poran.a úraz.amput..oblasť bliž.neurč.tela
T203;Popálenina hlavy a krku 3. stupňa
T207;Poleptanie hlavy a krku 3. stupňa
T2130;Popálenina trupu 3. stupňa,časť bližšie neurčená
T2131;Popálenina trupu 3. stupňa,prsník
T2132;Popál.trupu 3.st.,stena hrud.s výn.prsníka a bradavky
T2133;Popálenina trupu 3. stupňa,brušná stena
T2134;Popál.trupu 3.st.,chrbát
T2135;Popálenina trupu 3. stupňa,vonkajšie genitálie
T2139;Popálenina trupu 3. stupňa,iná časť
T2170;Poleptanie trupu 3.stupňa,časť bližšie neurčená
T2171;Poleptanie trupu 3.stupňa,prsník
T2172;Polept.trupu 3.st.,stena hrud.s výn.prsníka a bradavky
T2173;Poleptanie trupu 3 stupňa,brušná stena
T2174;Poleptanie trupu 3.stupňa,chrbát
T2175;Poleptanie trupu 3.stupňa,vonkajšie genitálie
T2179;Poleptanie trupu 3.stupňa,iná časť
T2230;Popál.pleca a HK okr.zápäs.a ruky,3.st.,časť bliž.neurč.
T2231;Popál.pleca a HK okr.zápäs.a ruky,3.st.,lak.a predlak.
T2232;Popál.pleca a HK okr.zápäs.a ruky,3.st.,ram.a plece
T2233;Popál.pleca a HK okr.zápäs.a ruky,3.st.,podpazušie
T2270;Polept.pleca a HK okr.zápäs.a ruky,3.st.,časť bliž.neurč.
T2271;Polept.pleca a HK okr.zápäs.a ruky,3.st.,lak.a predlak.
T2272;Polept.pleca a HK okr.zápäs.a ruky,3.st.,ram.a ple.
T2273;Polept.pleca a HK okr.zápäs.a ruky,3.st.,podpazušie
T233;Popálenina zápästia a ruky 3.stupňa
T237;Poleptanie zápästia a ruky 3.stupňa
T243;Popál.bedra a DK okr.čl.a nohy 3.st.
T247;Polept.bedra a DK okr.čl.a nohy 3.st.
T253;Popálenina členka a nohy 3.stupňa
T257;Poleptanie členka a nohy 3.stupňa
T260;Popálenina mihalnice a okolia oka
T261;Popálenina rohovky a spojovkového vaku
T262;Popál.s následnou rupt.a deštruk.očnej gule
T263;Popálenina iných častí oka a očných adnexov
T264;Popál.b.n.časti oka a oč.adnexov
T265;Poleptanie mihalnice a okolia oka
T266;Poleptanie rohovky a spojovkového vaku
T267;Polept.s následnou rupt. a deštruk.očnej gule
T268;Poleptanie iných častí oka a očných adnexov
T269;Poleptanie bliž.neurč.časti oka a očnýchadnexov
T270;Popálenina hrtana a priedušnice
T271;Popálenina hrtana a priedušnice s pľúcami
T272;Popálenina iných častí dýchacích ciest
T273;Popálenina bližšie neurčenej časti dýchacích ciest
T274;Poleptanie hrtana a priedušnice
T275;Poleptanie hrtana a priedušnice s pľúcami
T276;Poleptanie iných častí dýchacích ciest
T277;Poleptanie bližšie neurčenej časti dýchacích ciest
T280;Popálenina úst a hltana
T281;Popálenina pažeráka
T282;Popálenina iných častí tráviacej sústavy
T283;Popálenina vnútorných močovopohlavných orgánov
T284;Popálenina iných a bliž.neurč.vnút.org.
T285;Poleptanie úst a hltana
T286;Poleptanie pažeráka
T287;Poleptanie iných častí tráviacej sústavy
T288;Poleptanie vnútorných močovopohlavných orgánov
T289;Poleptanie iných a bliž.neurč.vnútor.ústrojov
T290;Popálenina viac.obl.tela bliž.neurč.stupňa
T293;Popál.viac.obl.tela,uvedený najmen.raz 3.st.
T294;Polept.viac.častí tela bliž.neurč.stupňa
T297;Polept.viac.častí tela,uvedený najmen.raz 3.st.
T3122;Popál.20-29%povr.tela,20-29%popál.3.st.
T3132;Popál.30-39%povr.tela,20-29%popál.3.st.
T3133;Popál.30-39%povr.tela,30-39%popál.3.st.
T3142;Popál.40-49%povr.tela,20-29%popál.3.st.
T3143;Popál.40-49%povr.tela,30-39%popál.3.st.
T3144;Popál.40-49%povr.tela,40-49%popál.3.st.
T3150;Popál.50-59%povr.tela,<ako10 %/b.n.č.-popál.3.st.
T3151;Popál.50-59%povr.tela,10-19%popál.3.st.
T3152;Popál.50-59%povr.tela,20-29%popál.3.st.
T3153;Popál.50-59%povr.tela,30-39%popál.3.st.
T3154;Popál.50-59%povr.tela,40-49%popál.3.st.
T3155;Popál.50-59%povr.tela,50-59%popál.3.st.
T3160;Popál.60-69%povr.tela,<ako10 %/b.n.č.-popál.3.st.
T3161;Popál.60-69%povr.tela,10-19%popál.3.st.
T3162;Popál.60-69%povr.tela,20-29%popál.3.st.
T3163;Popál.60-69%povr.tela,30-39%popál.3.st.
T3164;Popál.60-69%povr.tela,40-49%popál.3.st.
T3165;Popál.60-69%povr.tela,50-59%popál.3.st.
T3166;Popál.60-69%povr.tela,60-69%popál.3.st.
T3170;Popál.70-79%povr.tela,<ako10 %/b.n.č.-popál.3.st.
T3171;Popál.70-79%povr.tela,10-19%popál.3.st.
T3172;Popál.70-79%povr.tela,20-29%popál.3.st.
T3173;Popál.70-79%povr.tela,30-39%popál.3.st.
T3174;Popál.70-79%povr.tela,40-49%popál.3.st.
T3175;Popál.70-79%povr.tela,50-59%popál.3.st.
T3176;Popál.70-79%povr.tela,60-69%popál.3.st.
T3177;Popál.70-79%povr.tela,70-79%popál.3.st.
T3180;Popál.80-89%povr.tela,<ako10 %/b.n.č.-popál.3.st.
T3181;Popál.80-89%povr.tela,10-19%popál.3.st.
T3182;Popál.80-89%povr.tela,20-29%popál.3.st.
T3183;Popál.80-89%povr.tela,30-39%popál.3.st.
T3184;Popál.80-89%povr.tela,40-49%popál.3.st.
T3185;Popál.80-89%povr.tela,50-59%popál.3.st.
T3186;Popál.80-89%povr.tela,60-69%popál.3.st.
T3187;Popál.80-89%povr.tela,70-79%popál.3.st.
T3188;Popál.80-89%povr.tela,80-89%popál.3.st.
T3190;Popál.90 a viac%povr.tela,<ako10 %/b.n.č.-popál.3.st.
T3191;Popál.90 a viac%povr.tela,10-19%popál.3.st.
T3192;Popál.90 a viac%povr.tela,20-29%popál.3.st.
T3193;Popál.90 a viac%povr. tela,30-39%popál.3.st.
T3194;Popál.90 a viac%povr.tela,40-49%popál.3.st.
T3195;Popál.90 a viac%povr.tela,50-59%popál.3.st.
T3196;Popál.90 a viac%povr.tela,60-69%popál.3.st.
T3197;Popál.90 a viac%povr.tela,70-79%popál.3.st.
T3198;Popál.90 a viac%povr.tela,80-89%popál.3.st.
T3199;Popál.90 a viac%povr.tela,90 %/viac popál.3.st.
T3222;Polept.20-29%povr.tela,20-29%polept.3.st.
T3232;Polept.30-39%povr.tela,20-29%polept.3.st.
T3233;Polept.30-39%povr.tela,30-39%polept.3.st.
T3242;Polept.40-49%povr.tela,20-29%polept.3.st.
T3243;Polept.40-49%povr.tela,30-39%polept.3.st.
T3244;Polept.40-49%povr.tela,40-49%polept.3.st.
T3250;Polept.50-59%povr.tela,<ako10 %/b.n.č.-polept.3.st.
T3251;Polept.50-59%povr.tela,10-19%polept.3.st.
T3252;Polept.50-59%povr.tela,20-29%polept.3.st.
T3253;Polept.50-59%povr.tela,30-39%polept.3.st.
T3254;Polept.50-59%povr.tela,40-49%polept.3.st.
T3255;Polept.50-59%povr.tela,50-59%polept.3.st.
T3260;Polept.60-69%povr.tela,<ako10 %/b.n.č.-polept.3.st.
T3261;Polept.60-69%povr.tela,10-19%polept.3.st.
T3262;Polept.60-69%povr.tela,20-29%polept.3.st.
T3263;Polept.60-69%povr.tela,30-39%polept.3.st.
T3264;Polept.60-69%povr.tela,40-49%polept.3.st.
T3265;Polept.60-69%povr.tela,50-59%polept.3.st.
T3266;Polept.60-69%povr.tela,60-69%polept.3.st.
T3270;Polept.70-79%povr.tela,<ako10 %/b.n.č.-polept.3.st.
T3271;Polept.70-79%povr.tela,10-19%polept.3.st.
T3272;Polept.70-79%povr.tela,20-29%polept.3.st.
T3273;Polept.70-79%povr.tela,30-39%polept.3.st.
T3274;Polept.70-79%povr.tela,40-49%polept.3.st.
T3275;Polept.70-79%povr.tela,50-59%polept.3.st.
T3276;Polept.70-79%povr.tela,60-69%polept.3.st.
T3277;Polept.70-79%povr.tela,70-79%polept.3.st.
T3280;Polept.80-89%povr.tela,<ako10 %/b.n.č.-polept.3.st.
T3281;Polept.80-89%povr.tela,10-19%polept.3.st.
T3282;Polept.80-89%povr.tela,20-29%polept.3.st.
T3283;Polept.80-89%povr.tela,30-39%polept.3.st.
T3284;Polept.80-89%povr.tela,40-49%polept.3.st.
T3285;Polept.80-89%povr.tela,50-59%polept.3.st.
T3286;Polept.80-89%povr.tela,60-69%polept.3.st.
T3287;Polept.80-89%povr.tela,70-79%polept.3.st.
T3288;Polept.80-89%povr.tela,80-89%polept.3.st.
T3290;Polept.90 a viac%povr.tela,<ako10 %/b.n.č.-polept.3.st.
T3291;Polept.90 a viac%povr.tela,10-19%polept.3.st.
T3292;Polept.90 a viac%povr.tela,20-29%polept.3.st.
T3293;Polept.90 a viac%povr.tela,30-39%polept.3.st.
T3294;Polept.90 a viac%povr.tela,40-49%polept.3.st.
T3295;Polept.90 a viac%povr.tela,50-59%polept.3.st.
T3296;Polept.90 a viac%povr.tela,60-69%polept.3.st.
T3297;Polept.90 a viac%povr.tela,70-79%polept.3.st.
T3298;Polept.90 a viac%povr.tela,80-89%polept.3.st.
T3299;Polept.90 a viac%povr.tela,90% a viac polept.3.st.
T330;Povrchová omrzlina hlavy
T331;Povrchová omrzlina krku
T332;Povrchová omrzlina hrudníka
T333;Povrchová omrzlina brušnej steny, drieku a panvy
T334;Povrchová omrzlina hornej končatiny
T335;Povrchová omrzlina zápästia a ruky
T336;Povrchová omrzlina bedra a stehna
T337;Povrchová omrzlina kolena a predkolenia
T338;Povrchová omrzlina členka a nohy
T339;Povrch.omrzlina na i.a b.n.miestach
T340;Omrzlina s nekrózou tkaniva hlavy
T341;Omrzlina s nekrózou tkaniva krku
T342;Omrzlina s nekrózou tkaniva hrudníka
T343;Omrzl.s nekróz.tkaniva brušnej steny,drieku a panvy
T344;Omrzlina s nekrózou tkaniva hornej končatiny
T345;Omrzlina s nekrózou tkaniva zápästia a ruky
T346;Omrzlina s nekrózou tkaniva bedra a stehna
T347;Omrzlina s nekrózou tkaniva kolena a predkolenia
T348;Omrzlina s nekrózou tkaniva členka a nohy
T349;Omrzlina s nekróz.tkan.na i.a bliž.neurč.miestach
T350;Povrchová omrzlina postihujúca viaceré časti tela
T351;Omrzl.s tkanivovou nekróz.post.viac.č.tela
T352;Omrzlina hlavy a krku, bližšie neurčená
T353;Omrzl.hrud.,brucha,drieku a panvy b.n.
T354;Omrzlina hornej končatiny,bližšie neurčená
T355;Omrzlina dolnej končatiny,bližšie neurčená
T356;Omrzlina postihujúcv viac.časti tela,b.n.
T357;Omrzlina bliž.neurč.časti tela,b.n.
T360;Otrava penicilínmi
T361;Otrava cefalosp.a i.betalaktámovými ATB
T362;Otrava liekmi zo skupiny chloramfenikolu
T363;Otrava makrolidmi
T364;Otrava tetracyklínmi
T365;Otrava aminoglykozidmi
T366;Otrava rifamycínmi
T367;Otrava pro.-plesň.ATB používanými systémovo
T368;Otrava inými celkovo účinkujúcimi antibiotikami
T369;Otrava.celk.účink.ATB,b.n.
T370;Otrava sulfonamidmi
T371;Otrava antimykobaktériovými liekmi
T372;Otrava antimalarikami a liek.účink.na i.krv.prvoky
T373;Otrava inými antiprotozoárnymi liekmi
T374;Otrava antihelmintikami
T375;Otrava protivírusovými liekmi
T378;Otrava i.bliž.urč.celk.účink.protiinf.a antiparaz.liekmi
T379;Otrava celk.účink.protiinf.a antiparaz.liekmi,b.n.
T380;Otrava glukokortikoidmi a ich syntetickými analógmi
T381;Otrava hormónmi štítnej žľazy a ich náhradami
T382;Otrava tyreostatikami
T383;Otrava inzulínom a orálnymi antidiabetikami
T384;Otrava orálnymi kontraceptívami
T385;Otrava inými estrogénmi a progesterónmi
T386;Otr.antigonadotrop.,antiestrogén.,antiandrogén.,n.i.
T387;Otrava androgénmi a príbuznými anabolikami
T388;Otrava i.a bliž.neurč.hormónmi a ich syntetickými náhradami
T389;Otrava i.a bliž.neurč.antagonistami hormónov
T390;Otrava salicylátmi
T391;Otrava derivátmi 4-aminofenolu
T392;Otrava pyrazolónovými derivátmi
T393;Otrava inými nesteroidovými antiflogistikami
T394;Otrava antireumatikami, nezatriedenými inde
T398;Otrava i.neopioid.analget.a antipyret.,n.i.
T399;Otrava neopioid.analget.antipyr.a antireumatik.,b.n.
T400;Otrava ópiom
T401;Otrava heroínom
T402;Otrava inými opioidmi
T403;Otrava metadónom
T404;Otrava inými syntetickými opiátmi
T405;Otrava kokaínom
T406;Otrava inými a bližšie neurčenými opiátmi
T407;Otrava derivátmi cannabis
T408;Otrava lysergidom [LSD]
T409;Otrava i.a b.n.psychodysleptikami (halucinogénmi)
T410;Otrava inhalačnými anestetikami
T411;Otrava intravenóznymi anestetikami
T412;Otrava i.a bliž.neurč.celkovými anestetikami
T413;Otrava lokálnymi anestetikami
T414;Otrava anestetikami,bližšie neurčenými
T415;Otrava liečebnými plynmi
T420;Otrava derivátmi hydantoínu
T421;Otrava iminostilbénmi
T422;Otrava sukcinimidmi a oxazolidínmi
T423;Otrava barbiturátmi
T424;Otrava benzodiazepínmi
T425;Otrava zmiešanými antiepilept.,n.i.
T426;Otrava i.antiepilept.,sedatívami a hypnotikami
T427;Otrava antiepileptik.sedatív.a hypnotik.,b.n.
T428;Otrava antiparkins.a i.centrálnymi myorelax.
T430;Otrava tricyklickými a tetracyklickými antidepresívami
T431;Otrava.antidep.mi skup.inhib.monoaminooxidázy
T432;Otrava inými a bližšie neurčenými antidepresívami
T433;Otrava fenotiazínovými antipsychotikami a neuroleptikami
T434;Otrava butyrofenónovými a tioxanténovými neuroleptikami
T435;Otrava i.a bliž.neurč.antipsychotikami a neuroleptikami
T436;Otrava psychostimulanciami s nebezpečenstvom návyku
T438;Otrava i.psychotropnými látkami,n.i.
T439;Otrava psychotropnou látkou,bližšie neurčenou
T440;Otrava inhibítormi cholínesterázy
T441;Otrava i.parasympatikomimetikami (cholínergikami)
T442;Otrava liekmi blok.gangliá,n.i.
T443;Otrava i.parasympatikolytikami a spazmolytikami,n.i.
T444;Otrava agonistami prevaž.alfa-adrenorec.,n.i.
T445;Otrava.agonistami prevaž.beta-adrenorec.,n.i.
T446;Otrava.antagon.alfa-adrenorec.,n.i.
T447;Otrava antagon.beta-adrenorec.,n.i.
T448;Otrava prostr.,úč.centr.a blok.adrenergný neurón,n.i.
T449;Otrava i.a bliž.neurč.liekmi,účink.prim.na auton.nervov.súst.
T450;Otrava antialergikami a antiemetikami
T451;Otrava antineoplastickými a imunosupresívnymi liekmi
T452;Otrava vitamínmi, nezatriedenými inde
T453;Otrava enzýmami, nezatriedenými inde
T454;Otrava železom a jeho zlúčeninami
T455;Otrava antikoagulanciami
T456;Otrava liekmi, ovplyvňujúcimi fibrinolýzu
T457;Otrava antagon.antikoagulancií,vit.K a i.koagulanciami
T458;Otrava i.prostr.,účink.najmä celk.a na zložky krvi
T459;Otrava bliž.neurč.prostr.účink.najmä celk.a na zložky krvi
T460;Otrava srdcovými glykozidmi a liečiv.s pod.účink.
T461;Otrava kalciovými antagonistami
T462;Otrava inými antiarytmikami, nezatriedenými inde
T463;Otrava koronárnymi vazodilatanciami,n.i.
T464;Otrava inhibítormi enzýmu,konvertujúceho angiotenzín
T465;Otrava i.antihypertenzívami,n.i.
T466;Otrava hypolipidemikami a pr.artériosklerotickými liek.
T467;Otrava periférnymi vazodilatanciami
T468;Otrava antivarikóznymi liek. vr.sklerotizujúcich látok
T469;Otrava i.a bliž.neurč.prostr.účink.najmä na obehovú súst.
T470;Otrava antagonistami histamínových H2-receptorov
T471;Otrava i.antacidami a liek,tlmiacimi žal.sekr.
T472;Otrava dráždivými (stimulujúcimi) preháňadlami
T473;Otrava salinickými a osmotickými preháňadlami
T474;Otrava inými preháňadlami
T475;Otrava digestívami
T476;Otrava liekmi proti hnačke
T477;Otrava emetikami
T478;Otrava i.prostr.,účink.najmä na tráv.súst.
T479;Otrava bliž.neurč.liekom,účinkuj.najmä na tráv.súst.
T480;Otrava oxytocikami
T481;Otrava relaxanciami kostr.svalov
T482;Otrava i.a bliž.neurč.prostr.účink.najmä na svaly
T483;Otrava antitusikami
T484;Otrava expektoranciami
T485;Otrava liekmi proti prechladnutiu
T486;Otrava antiastmatikami,nezatriedenými inde
T487;Otrava i.a bliž.neurč.prostr.účink.najmä na dýchaciu súst.
T490;Otrava pr.plesň.,protiinf.a protizáp.liek.s mies.ú.,n.i.
T491;Otrava antipruriginózami
T492;Otrava lokálnymi adstringenciami a detergenciami
T493;Otrava emolienciami,demulcenciami a ochrannými prostr.
T494;Otrava keratolyt.,keratoplast.a i.liek.a prípr.na oš.vla.
T495;Otrava liekmi a prípravkami používanými v oftalmológii
T496;Otrava liek.a prípravkami používanými v ORL
T497;Otrava zubnými liekmi na miestne použitie
T498;Otrava inými prostriedkami na miestne použitie
T499;Otrava prostried.na miestne použ.,b.n.
T500;Otrava mineralokortikoidmi a ich antagonistami
T501;Otrava slučkovými diuretikami
T502;Otrava inhib.karboanhydrázy,benzotiadiazid.a.i.diuret.
T503;Otrava prostr.ovplyvň.elektrolyt.energat.a vodnú rovnov.
T504;Otrava liekmi,ovplyvň.metaboliz.kys.močovej
T505;Otrava liekmi,znižuj.chuť do jedenia (anorektiká)
T506;Otrava antidótami a chelátujúcimi prostr.,n.i.
T507;Otrava analeptikami a antagon.opioidových rec.
T508;Otrava diagnostickými prostriedkami
T509;Otrava i.a bliž.neurč.liekmi,liečivami a biolog.látkami
T510;Toxický účinok etanolu
T511;Toxický účinok metanolu
T512;Toxický účinok 2-propanolu
T513;Otrava zmesou vyšších alkoh.,vznik.pri alkoh.kvasení
T518;Toxický účinok iných alkoholov
T519;Toxický účinok alkoholu,bližšie neurčeného
T520;Toxický účinok výrobkov z ropy
T521;Toxický účinok benzénu
T522;Toxický účinok homológov benzénu
T523;Toxický účinok glykolov
T524;Toxický účinok ketónov
T528;Toxický účinok iných organických rozpúšťadiel
T529;Toxický účinok org.rozpúšť.,b.n.
T530;Toxický účinok karbóntetrachloridu
T531;Toxický účinok chloroformu
T532;Toxický účinok trichlóretylénu
T533;Toxický účinok tetrachlóretylénu
T534;Toxický účinok dichlórmetánu
T535;Toxický účinok chlórofluórokarbónov
T536;Toxický účin.i.halog.derivátov alif.uhľov.
T537;Toxický účin.i.halog.derivátov arom.uhľov.
T539;Toxicky účin.halog.derivátov alif.a arom.uhľov.,n.u.
T540;Toxický účinok fenolu a homológov fenolu
T541;Toxický účinok inej leptavej organickej zlúčeniny
T542;Toxický účinok leptavej kys.a lát.podobnej kysel.
T543;Toxický účinok leptavého lúhu a látky podobnej lúhom
T549;Toxický účinok leptavej látky,bližšie neurčenej
T55;Toxický účinok mydla a detergencia
T560;Toxický účinok olova a jeho zlúčenín
T561;Toxický účinok ortuti a jej zlúčenín
T562;Toxický účinok chrómu a jeho zlúčenín
T563;Toxický účinok kadmia a jeho zlúčenín
T564;Toxický účinok medi a jej zlúčenín
T565;Toxický účinok zinku a jeho zlúčenín
T566;Toxický účinok cínu a jeho zlúčenín
T567;Toxický účinok berýlia a jeho zlúčenín
T568;Toxický účinok iného kovu
T569;Toxický účinok bližšie neurčeného kovu
T570;Toxický účinok arzénu a jeho zlúčenín
T571;Toxický účinok fosforu a jeho zlúčenín
T572;Toxický účinok mangánu a jeho zlúčenín
T573;Toxický účinok kyanovodíku
T578;Toxický účinok i.anorganickej látky,b.u.
T579;Toxický účinok bližšie neurčenej anorganickej látky
T58;Toxický účinok oxidu uhoľnatého (CO)
T590;Toxický účinok oxidu dusíka
T591;Toxický účinok oxidu siričitého
T592;Toxický účinok formaldehydu
T593;Toxický účinok slzotvorného plynu
T594;Toxický účinok plynného chlóru
T595;Toxický účinok plynného fluóru a fluorovodíka
T596;Toxický účinok sírovodíka
T597;Toxický účinok oxidu uhličitého
T598;Toxický účinok iného plynu,dymu a výparov,b.u.
T599;Toxický účinok plynu,dymu a výparov,b.n.
T600;Toxický úč.organofosfátového a karbamátového insekticídu
T601;Toxický účinok halogénovaného insekticídu
T602;Toxický účinok iného insekticídu
T603;Toxický účinok herbicídu a fungicídu
T604;Toxický účinok rodenticídu
T608;Toxický účinok iného pesticídu
T609;Toxický účinok bližšie neurčeného pesticídu
T630;Toxický účinok hadieho jedu
T631;Toxický účinok jedu iných plazov
T632;Toxický účinok jedu škorpióna
T633;Toxický účinok jedu pavúka
T634;Toxický účinok jedu iných článkonožcov
T635;Toxický účinok kontaktu s rybou
T636;Toxický účinok kontaktu s inými morským živočíchom
T638;Toxický účinok kontaktu s iným jedovatým živočíchom
T639;Toxický účinok kont.s jedovatým živoč.,b.n.
T64;Toxický účinok aflatoxínu a i.mykotoxínov,znečis.potravu
T650;Toxický účinok kyanidu
T651;Toxický účinok strychnínu a jeho solí
T652;Toxický účinok tabaku a nikotínu
T653;Tox.úč.nitroderiv.a aminoderiv.benzénu a jeho homológov
T654;Toxický účinok karbóndisulfidu
T655;Toxický účinok nitroglycerínu a i.nitrokyselín a esterov
T656;Toxický účinok náterov a farieb,n.i.
T658;Toxický účinok inej bližšie určenej látky
T659;Toxický účinok bližšie neurčenej látky
T670;Tepelný a slnečný úpal
T671;Synkopa z horúčavy
T71;Zadusenie
T731;Účinky smädu
T741;Fyzické zneužitie
T754;Účinok elektrického prúdu
T790;Vzduchová embólia (poúrazová)
T791;Tuková embólia (poúrazová)
T796;Poúrazová ischémia svalu
T797;Poúrazový podkožný emfyzém
T800;Vzduchová embólia po infúzii,transf.a liečebnej injekcii
T803;Reakcia zapríčinená inkompatibilitou v systéme ABO
T804;Reakcia zapríčinená inkompatibilitou v systéme Rh
T813;Rozpad operačnej rany,nezatriedený inde
T815;Cudz.teleso náhodne ponech.v tel.dutine/oper.rane po výk.
T816;Akút.reakcia na cudziu látku,ponech.náhodne poč.výk.
T820;Mechanická komplik.zapríč.srdc.chlop.protézou
T821;Mechanická komplik.zapríč.srdc.elektronickou pomôc.
T822;Mechanická komplik.zapríč.obch.venc.tepny a chlop.náhr.
T823;Mechanická komplik.zapríč.i.cievnym transpl.
T824;Mechanická komplik.zapríč.cievnym dialyzačným katétrom
T825;Mechanická komplik.zapríč.i.srdc.a ciev.pom.a impl.
T826;Infekcia a zápal.reakcia zapríč.srdc.chlop.protézou
T827;Infekcia a zápal.reak.zapr.i.srdc.a ciev.prot.,impl.a transpl.
T828;Iná kompl.zapr.srdc.a ciev.prot.,impl.a transpl.,b.u.
T829;Kompl.zapríč.srdc.a ciev.protézou,impl.a transpl.,b.n.
T830;Mechanická komplik.zapríč.moč.katétrom
T831;Mechanická komplik.zapríč.i.moč.pomôc.a impl.
T832;Mechanická komplik.zapríč.transpl.moč.org.
T834;Mechanická komplik.zapríč..i.prot.,impl.a transpl.v pohl.súst.
T835;Infekcia a zápal.reak.zapríč.proté.impl.a transpl.v moč.súst.
T836;Infekcia a zápal.reak.zapríč.proté.impl.a transpl.v pohl.súst
T838;Iná kompl.zapríč.proté.impl.a transpl.v moč-pohl.súst.
T839;Bliž.neu.kompl.zapríč.proté.,impl.a transp.v moč-pohl.súst.
T840;Mechanická komplik.zapríč.kĺbovou endoprotézou
T841;Mechanická komplik.zapríč.pomôc.na vnút.fixáciu kostí konč.
T842;Mechanická komplik.zapríč.pomôc.na vnút.fixáciu i.kostí
T843;Mechanická komplik.zapríč.i.kostnou pomôc.,impl.a transpl.
T844;Mechanická komplik.zapríč.i.vnút.ortop.pomôc.,impl.a transpl.
T845;Infekcia a zápal.reak.zapríč.kĺbovou endoprot.
T846;Infekcia a zápal.reak.zapríč.vnút.kostnou fixačnou pomôc.
T847;Infekcia a zápal.reak.zapríč.i.ortop.endoprot.,impl.a štepom
T848;Iná kompl.zapríč.ortop.endoprot.impl.a štepom
T849;Bliž.neu.kompl.vnút.ortoped.protet.pomôc.,impl. a štepu
