kod_hlavneho_vykonu;nazov_hlavneho_vykonu;kod_ms;nazov_ms
5n0292;Iná rekonštrukcia pasáže pažeráka ako samostatný výkon „Gastric pull up“ a s cervikálnou anastomózou;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n0293;Iná rekonštrukcia pasáže pažeráka ako samostatný výkon voľnou interpozíciou tenkého čreva;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n0294;Iná rekonštrukcia pasáže pažeráka ako samostatný výkon s interpozíciou hrubého čreva;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n029x;Iná rekonštrukcia pasáže pažeráka ako samostatný výkon, ostatné;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09j00;Otvorené chirurgické zavedenie alebo výmena samoexpandovateľnej protézy bez antirefluxného ventilu do pažeráka, 1 protéza bez antirefluxného ventilu;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09j01;Otvorené chirurgické zavedenie alebo výmena samoexpandovateľnej protézy bez antirefluxného ventilu do pažeráka, 2 protézy bez antirefluxného ventilu;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09j03;Otvorené chirurgické zavedenie alebo výmena samoexpandovateľnej protézy bez antirefluxného ventilu do pažeráka, 3 a viac protéz bez antirefluxného ventilu;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09k02;Otvorené chirurgické zavedenie alebo výmena samoexpandovateľnej protézy s antirefluxným ventilom do pažeráka, 1 protéza s antirefluxným ventilom;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09k04;Otvorené chirurgické zavedenie alebo výmena samoexpandovateľnej protézy s antirefluxným ventilom do pažeráka, 2 protézy jedna s antirefluxným ventilom, druhá bez;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09k05;Otvorené chirurgické zavedenie alebo výmena samoexpandovateľnej protézy s antirefluxným ventilom do pažeráka, 3 a viac  z toho jedna s antirefluxným ventilom;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09l0;Otvorené chirurgické zavedenie alebo výmena neexpandovateľnej protézy do pažeráka;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09m1;Odstránenie neexpandovateľnej protézy z pažeráka;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09o;Uzavretie jednej chirurgicky vytvorenej ezofagotracheálnej fistuly;S07-04;Ostatné špecializované operačné výkony na pažeráku
5n09x;Ostatné operácie na pažeráku;S07-04;Ostatné špecializované operačné výkony na pažeráku
5b42110;Tymektómia trancervikálne;S07-05;Operačné výkony na týmuse
5b42111;Tymektómia torakotomicky;S07-05;Operačné výkony na týmuse
5b42112;Tymektómia sternotomicky;S07-05;Operačné výkony na týmuse
5b42113;Tymektómia torakoskopicky ;S07-05;Operačné výkony na týmuse
5b42121;Resekcia týmusu prostredníctvom kolárnej mediastinotómie ;S07-05;Operačné výkony na týmuse
5b4212x;Resekcia týmusu, iná;S07-05;Operačné výkony na týmuse
5b4214;Maximálna miniinvazívna tymektómia [MMIT];S07-05;Operačné výkony na týmuse
5b42x;Iné tymektómie a resekcie týmusu;S07-05;Operačné výkony na týmuse
5b491;Transplantácia týmusu;S07-05;Operačné výkony na týmuse
5b492;Exstirpácia cysty týmusu;S07-05;Operačné výkony na týmuse
5b49x;Operácie na týmuse a corpus pineale, ostatné;S07-05;Operačné výkony na týmuse
5j12200;Klinovitá alebo atypická resekcia pľúc, torakotomicky bez lymfadenektómies použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12201;Klinovitá alebo atypická resekcia pľúc, torakotomicky s lymfadenektómiou s použitím svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12300;Klinovitá resekcia pľúc, torakotomicky bez lymfadenektómie ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12301;Klinovitá resekcia pľúc, torakotomicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12320;Klinovitá resekcia pľúc, torakoskopicky bez lymfadenektómie s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12321;Klinovitá resekcia pľúc, torakoskopicky s lymfadenektómiou s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12400;Enukleácia pľúcnej lézie, torakotomicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12401;Enukleácia pľúcnej lézie, torakotomicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12420;Enukleácia pľúcnej lézie, torakoskopicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j12421;Enukleácia pľúcnej lézie, torakoskopicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j1300;Objem redukujúca operácia pľúc, torakotomicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j1301;Objem redukujúca operácia pľúc, bronchoskopicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j1302;Objem redukujúca operácia pľúc, torakoskopicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13100;Segmentálna resekcia pľúc, torakotomicky bez lymfadenektómie bez použitia svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13101;Segmentálna resekcia pľúc, torakotomicky s lymfadenektómiou bez použitia svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13120;Segmentálna resekcia pľúc, torakoskopicky bez lymfadenektómie bez použitia svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13121;Segmentálna resekcia pľúc, torakoskopicky s lymfadenektómiou bez použitia svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13200;Segmentálna resekcia pľúc, torakotomicky bez lymfadenektómie s použitím svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13201;Segmentálna resekcia pľúc, torakotomicky s lymfadenektómiou s použitím svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13220;Segmentálna resekcia pľúc, torakoskopicky bez lymfadenektómie s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j13221;Segmentálna resekcia pľúc, torakoskopicky s lymfadenektómiou s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14000;Lobektómia bez bronchoplastiky, torakotomicky bez lymfadenektómie bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14001;Lobektómia bez bronchoplastiky, torakotomicky s lymfadenektómiou bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14020;Lobektómia bez bronchoplastiky, torakoskopicky bez lymfadenektómie bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14021;Lobektómia bez bronchoplastiky, torakoskopicky s lymfadenektómiou bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14100;Lobektómia bez bronchoplastiky, torakotomicky bez lymfadenektómie s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14101;Lobektómia bez bronchoplastiky, torakotomicky s lymfadenektómiou s použitím svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14120;Lobektómia bez bronchoplastiky, torakoskopicky  bez lymfadenektómie s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14121;Lobektómia bez bronchoplastiky, torakoskopicky  s lymfadenektómiou s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14210;Lobektómia s bronchoplastikou, torakotomicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14211;Lobektómia s bronchoplastikou, torakotomicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14220;Lobektómia s bronchoplastikou, torakoskopicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14221;Lobektómia s bronchoplastikou, torakoskopicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14400;Rozšírená lobektómia, torakotomicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14401;Rozšírená lobektómia, torakotomicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14a00;Bilobektómia bez bronchoplastiky, torakotomicky bez lymfadenektómie bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14a01;Bilobektómia bez bronchoplastiky, torakotomicky s lymfadenektómiou bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14a20;Bilobektómia bez bronchoplastiky, torakoskopicky bez lymfadenektómie bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14a21;Bilobektómia bez bronchoplastiky, torakoskopicky s lymfadenektómiou bez použitia svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14b00;Bilobektómia bez bronchoplastiky, torakotomicky  bez lymfadenektómie s použitím svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14b01;Bilobektómia bez bronchoplastiky, torakotomicky s lymfadenektómiou s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14b20;Bilobektómia bez bronchoplastiky, torakoskopicky bez lymfadenektómie s použitím svorkovača ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14b21;Bilobektómia bez bronchoplastiky, torakoskopicky s lymfadenektómiou s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14c11;Bilobektómia s bronchoplastikou, torakotomicky  s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14c20;Bilobektómia s bronchoplastikou, torakoskopicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14c21;Bilobektómia s bronchoplastikou, torakoskopicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14e00;Rozšírená bilobektómia, torakotomicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14e01;Rozšírená bilobektómia, torakotomicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j14x;Iná lobektómia alebo bilobektómia;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j15000;Pneumonektómia, torakotomicky bez lymfadenektómie;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j15001;Pneumonektómia, torakotomicky s lymfadenektómiou;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j15100;Pneumonektómia, torakoskopicky bez lymfadenektómie s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j15101;Pneumonektómia, torakoskopicky s lymfadenektómious použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j152;Pneumonektómia bez bronchoplastiky s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j153;Pneumonektómia bez bronchoplastiky s ručnou sutúrou priedušky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j154;Rozšírená pneumonektómia ;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j4100;Sutúra parenchýmu pľúc, torakotomicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j4102;Sutúra parenchýmu pľúc, torakoskopicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j41100;Uzáver bronchopleurálnej fistuly, torakotomicky bez použitia svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j41101;Uzáver bronchopleurálnej fistuly, torakotomicky s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j41120;Uzáver bronchopleurálnej fistuly, torakoskopicky bez použitia svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j41121;Uzáver bronchopleurálnej fistuly, torakoskopicky s použitím svorkovača;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j491;Resekcia emfyzémovej buly alebo systému búl;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j494;Dekompresia tenzných pľúcnych búl, torakoskopicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j4950;Operácia spontánneho pneumotoraxu, torakotomicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j4952;Operácia spontánneho pneumotoraxu, torakoskopicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j4960;Operácia pľúcnej sekvestrácie, torakotomicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j4962;Operácia pľúcnej sekvestrácie, torakoskopicky;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j503;Videotorakoskopia terapeutická;S07-06;Resekcie pľúc a ostatné operačné výkony na pľúcach a prieduškách
5j510a;Mediastinotómia kollárna;S07-07;Operačné výkony na mediastine
5j510b;Mediastinotómia sternotomicky [sternotómia];S07-07;Operačné výkony na mediastine
5j510c;Mediastinotómia ministernotomicky [ministernotómia];S07-07;Operačné výkony na mediastine
5j510d;Mediastinotómia pre mediastinitídu s aplikáciou sŕkavého drénu;S07-07;Operačné výkony na mediastine
5j510x;Mediastinotómia, ostatné;S07-07;Operačné výkony na mediastine
5j513;Videomediastinoskopia a iná mediastinoskopia;S07-07;Operačné výkony na mediastine
5j5140;Otvorená chirurgická mediastinálna lymfadenektómia;S07-07;Operačné výkony na mediastine
5j5141;Endoskopická mediastinálna lymfadenektómia;S07-07;Operačné výkony na mediastine
5j5142;Transcervikálna extenzívna mediastinálna lymfadenektómia;S07-07;Operačné výkony na mediastine
5j515b0;Resekcia nádoru mediastina sternotomicky bez lymfadenektómie;S07-07;Operačné výkony na mediastine
5j515b1;Resekcia nádoru mediastina sternotomicky s lymfadenektómiou;S07-07;Operačné výkony na mediastine
5j515c;Resekcia nádoru mediastina, cervikálny prístup;S07-07;Operačné výkony na mediastine
5j515d;Resekcia nádoru mediastina mediastinoskopicky;S07-07;Operačné výkony na mediastine
5j515e;Resekcia nádoru mediastina torakoskopicky;S07-07;Operačné výkony na mediastine
5j515f;Resekcia nádoru mediastina torakotomicky alebo zo sternotómie;S07-07;Operačné výkony na mediastine
5j515x;Resekcia nádoru mediastina, ostatné prístupy;S07-07;Operačné výkony na mediastine
5j52001;Resekcia časti steny hrudníka, uzáver defektu autológnym materiálom;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j52002;Resekcia časti steny hrudníka, uzáver defektu alogénnym materiálom;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j5231;Exstirpácia nádoru hrudnej steny bez resekcie rebra, torakotomicky;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j5232;Exstirpácia nádoru hrudnej steny bez resekcie rebra, torakoskopicky;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j524;Exstirpácia nádoru hrudnej steny s resekciou rebra;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j525;Excízia z hrudnej steny;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j526;Totálna alebo parciálna resekcia jednoduchej deformity rebra;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j540;Korekcia pectus excavatum s presternálne uloženou pelotou;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j541;Korekcia pectus excavatum s retrosternálne uloženou pelotou;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
5j542;Korekcia pectus excavatum alebo pectus carinatum;S07-08;Operačné výkony na hrudnej stene, pleure a bránici
