kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
T132;Vykĺbenie, vyvrtnutie a natiahnutie bližšie neurčeného kĺbu a väzu dolnej končatiny, v bližšie neurčenej úrovni;S02-63;Stredne ťažké poranenia pohybového systému
T135;Poranenie bližšie neurčeného svalu a šľachy dolnej končatiny, v bližšie neurčenej úrovni;S02-63;Stredne ťažké poranenia pohybového systému
T1420;Zlomenina: oblasť bližšie neurčená tela, zatvorená alebo bez bližšieho určenia;S02-63;Stredne ťažké poranenia pohybového systému
T1421;Zlomenina: oblasť bližšie neurčená tela, otvorená;S02-63;Stredne ťažké poranenia pohybového systému
T143;Vykĺbenie, vyvrtnutie a natiahnutie: oblasť bližšie neurčená tela;S02-63;Stredne ťažké poranenia pohybového systému
T146;Poranenie svalov a šliach: oblasť bližšie neurčená tela;S02-63;Stredne ťažké poranenia pohybového systému
S4209;Zlomenina kľúčnej kosti, viacnásobná;S02-64;Ťažké poranenia pohybového systému
S4220;Zlomenina horného konca ramennej kosti, časť bližšie neurčená;S02-64;Ťažké poranenia pohybového systému
S4221;Zlomenina horného konca ramennej kosti, hlava;S02-64;Ťažké poranenia pohybového systému
S4222;Zlomenina horného konca ramennej kosti, collum chirurgicum;S02-64;Ťažké poranenia pohybového systému
S4223;Zlomenina horného konca ramennej kosti, collum anatomicum;S02-64;Ťažké poranenia pohybového systému
S4224;Zlomenina horného konca ramennej kosti, tuberculum majus;S02-64;Ťažké poranenia pohybového systému
S4229;Zlomenina horného konca ramennej kosti, iné a mnohopočetné časti;S02-64;Ťažké poranenia pohybového systému
S423;Zlomenina diafýzy ramennej kosti;S02-64;Ťažké poranenia pohybového systému
S480;Úrazová amputácia v plecovom kĺbe;S02-64;Ťažké poranenia pohybového systému
S481;Úrazová amputácia v úrovni medzi plecom a lakťom;S02-64;Ťažké poranenia pohybového systému
S489;Úrazová amputácia v oblasti pleca a ramena, úroveň bližšie neurčená;S02-64;Ťažké poranenia pohybového systému
S570;Drvivé poranenie lakťa;S02-64;Ťažké poranenia pohybového systému
S578;Drvivé poranenie iných častí predlaktia;S02-64;Ťažké poranenia pohybového systému
S579;Drvivé poranenie predlaktia, bližšie neurčenej časti;S02-64;Ťažké poranenia pohybového systému
S580;Úrazová amputácia v lakti;S02-64;Ťažké poranenia pohybového systému
S581;Úrazová amputácia medzi lakťom a zápästím;S02-64;Ťažké poranenia pohybového systému
S589;Úrazová amputácia predlaktia, úroveň bližšie neurčená;S02-64;Ťažké poranenia pohybového systému
S670;Drvivé poranenie palca a iného prsta alebo prstov ruky;S02-64;Ťažké poranenia pohybového systému
S678;Drvivé poranenie inej a bližšie neurčenej časti zápästia a ruky;S02-64;Ťažké poranenia pohybového systému
S680;Úrazová amputácia palca (kompletná) (čiastočná);S02-64;Ťažké poranenia pohybového systému
S681;Úrazová amputácia iného (jedného) prsta ruky (kompletná) (čiastočná);S02-64;Ťažké poranenia pohybového systému
S682;Samostatná úrazová amputácia dvoch alebo viacerých prstov ruky (kompletná) (čiastočná);S02-64;Ťažké poranenia pohybového systému
S683;Kombinovaná úrazová amputácia (časti) prsta (prstov) s inými časťami zápästia a ruky;S02-64;Ťažké poranenia pohybového systému
S684;Úrazová amputácia ruky v úrovni zápästia;S02-64;Ťažké poranenia pohybového systému
S688;Úrazová amputácia inej časti zápästia a ruky;S02-64;Ťažké poranenia pohybového systému
S689;Úrazová amputácia zápästia a ruky v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
S759;Poranenie bližšie neurčených krvných ciev v úrovni bedra a stehna;S02-64;Ťažké poranenia pohybového systému
S770;Drvivé poranenie bedra;S02-64;Ťažké poranenia pohybového systému
S771;Drvivé poranenie stehna;S02-64;Ťažké poranenia pohybového systému
S772;Drvivé poranenie bedra a stehna;S02-64;Ťažké poranenia pohybového systému
S780;Úrazová amputácia v bedrovom kĺbe;S02-64;Ťažké poranenia pohybového systému
S781;Úrazová amputácia v úrovni medzi bedrom a kolenom;S02-64;Ťažké poranenia pohybového systému
S789;Úrazová amputácia bedra a stehna v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
S8211;Zlomenina horného konca píšťaly, so zlomeninou ihlice (ktorákoľvek časť);S02-64;Ťažké poranenia pohybového systému
S8218;Zlomenina horného konca píšťaly, iná;S02-64;Ťažké poranenia pohybového systému
S8221;Zlomenina diafýzy píšťaly, so zlomeninou ihlice (ktorákoľvek časť);S02-64;Ťažké poranenia pohybového systému
S8228;Zlomenina diafýzy píšťaly, iná;S02-64;Ťažké poranenia pohybového systému
S8231;Zlomenina dolného konca píšťaly, so zlomeninou ihlice (ktorákoľvek časť);S02-64;Ťažké poranenia pohybového systému
S8282;Trimaleolárna zlomenina;S02-64;Ťažké poranenia pohybového systému
S8310;Vykĺbenie kolenného kĺbu, bližšie neurčené;S02-64;Ťažké poranenia pohybového systému
S8318;Vykĺbenie kolenného kĺbu, iné;S02-64;Ťažké poranenia pohybového systému
S870;Drvivé poranenie kolena;S02-64;Ťažké poranenia pohybového systému
S878;Drvivé poranenie inej a bližšie neurčenej časti predkolenia;S02-64;Ťažké poranenia pohybového systému
S880;Úrazová amputácia v úrovni kolena;S02-64;Ťažké poranenia pohybového systému
S881;Úrazová amputácia v úrovni medzi kolenom a členkom;S02-64;Ťažké poranenia pohybového systému
S889;Úrazová amputácia predkolenia v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
S970;Drvivé poranenie členka;S02-64;Ťažké poranenia pohybového systému
S971;Drvivé poranenie prsta (prstov) nohy;S02-64;Ťažké poranenia pohybového systému
S978;Drvivé poranenie inej časti členka a nohy;S02-64;Ťažké poranenia pohybového systému
S980;Úrazová amputácia nohy v úrovni členka;S02-64;Ťažké poranenia pohybového systému
S981;Úrazová amputácia jedného prsta nohy;S02-64;Ťažké poranenia pohybového systému
S982;Úrazová amputácia dvoch alebo viacerých prstov nohy;S02-64;Ťažké poranenia pohybového systému
S983;Úrazová amputácia inej časti nohy;S02-64;Ťažké poranenia pohybového systému
S984;Úrazová amputácia nohy v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
T040;Drvivé poranenie postihujúce hlavu aj krk;S02-64;Ťažké poranenia pohybového systému
T041;Drvivé poranenie postihujúce hrudník aj brucho, hrudník aj driek, hrudník aj panvu;S02-64;Ťažké poranenia pohybového systému
T042;Drvivé poranenie postihujúce viaceré oblasti hornej končatiny (horných končatín);S02-64;Ťažké poranenia pohybového systému
T043;Drvivé poranenie postihujúce viaceré oblasti dolnej končatiny (dolných končatín);S02-64;Ťažké poranenia pohybového systému
T044;Drvivé poranenie postihujúce viaceré oblasti hornej aj dolnej končatiny (horných aj dolných končatín);S02-64;Ťažké poranenia pohybového systému
T047;Drvivé poranenia postihujúce hrudník, brucho aj končatinu (končatiny), alebo hrudník, driek aj končatinu (končatiny), alebo hrudník, panvu aj končatinu (končatiny);S02-64;Ťažké poranenia pohybového systému
T048;Drvivé poranenia postihujúce iné kombinácie telesných oblastí;S02-64;Ťažké poranenia pohybového systému
T049;Viaceré drvivé poranenia, bližšie neurčené;S02-64;Ťažké poranenia pohybového systému
T050;Úrazová amputácia oboch rúk;S02-64;Ťažké poranenia pohybového systému
T051;Úrazová amputácia jednej ruky a druhej hornej končatiny (ktorákoľvek úroveň okrem ruky);S02-64;Ťažké poranenia pohybového systému
T052;Úrazová amputácia oboch horných končatín (ktorákoľvek úroveň);S02-64;Ťažké poranenia pohybového systému
T053;Úrazová amputácia oboch nôh;S02-64;Ťažké poranenia pohybového systému
T054;Úrazová amputácia jednej nohy a druhej dolnej končatiny (ktorákoľvek úroveň okrem nohy);S02-64;Ťažké poranenia pohybového systému
T055;Úrazová amputácia oboch dolných končatín (ktorákoľvek úroveň);S02-64;Ťažké poranenia pohybového systému
T056;Úrazová amputácia hornej aj dolnej končatiny (končatín) v akejkoľvek kombinácii (ktorákoľvek úroveň);S02-64;Ťažké poranenia pohybového systému
T058;Úrazová amputácia postihujúca iné kombinácie telesných oblastí;S02-64;Ťažké poranenia pohybového systému
T059;Viaceré úrazové amputácie, bližšie neurčené;S02-64;Ťažké poranenia pohybového systému
T060;Poranenie mozgu a hlavových nervov kombinované s poranením nervov a miechy v úrovni krku;S02-64;Ťažké poranenia pohybového systému
T061;Poranenie nervov a miechy postihujúce iné viaceré telesné oblasti;S02-64;Ťažké poranenia pohybového systému
T096;Úrazová amputácia trupu v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
T116;Úrazová amputácia hornej končatiny, v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
T136;Úrazová amputácia dolnej končatiny, v bližšie neurčenej úrovni;S02-64;Ťažké poranenia pohybového systému
T147;Drvivé poranenie a úrazová amputácia: oblasť bližšie neurčená tela;S02-64;Ťažké poranenia pohybového systému
T340;Omrzlina s nekrózou tkaniva hlavy;S02-65;Omrzliny
T341;Omrzlina s nekrózou tkaniva krku;S02-65;Omrzliny
T342;Omrzlina s nekrózou tkaniva hrudníka;S02-65;Omrzliny
T343;Omrzlina s nekrózou tkaniva brušnej steny, drieku a panvy;S02-65;Omrzliny
T344;Omrzlina s nekrózou tkaniva hornej končatiny;S02-65;Omrzliny
T345;Omrzlina s nekrózou tkaniva zápästia a ruky;S02-65;Omrzliny
T346;Omrzlina s nekrózou tkaniva bedra a stehna;S02-65;Omrzliny
T347;Omrzlina s nekrózou tkaniva kolena a predkolenia;S02-65;Omrzliny
T348;Omrzlina s nekrózou tkaniva členka a nohy;S02-65;Omrzliny
T349;Omrzlina s nekrózou tkaniva na iných a bližšie neurčených miestach;S02-65;Omrzliny
T351;Omrzlina s tkanivovou nekrózou postihujúca viaceré časti tela;S02-65;Omrzliny
T352;Omrzlina hlavy a krku, bližšie neurčená;S02-65;Omrzliny
T353;Omrzlina hrudníka, brucha, drieku a panvy, bližšie neurčená;S02-65;Omrzliny
T354;Omrzlina hornej končatiny, bližšie neurčená;S02-65;Omrzliny
T355;Omrzlina dolnej končatiny, bližšie neurčená;S02-65;Omrzliny
T356;Omrzlina postihujúca viaceré časti tela, bližšie neurčená;S02-65;Omrzliny
T357;Omrzlina bližšie neurčenej časti tela, bližšie neurčená;S02-65;Omrzliny
T792;Poúrazové druhotné a opakované krvácanie;S02-66;Komplikácie po úraze
T793;Poúrazová infekcia rany, nezatriedená inde;S02-66;Komplikácie po úraze
T794;Úrazový šok;S02-66;Komplikácie po úraze
T796;Poúrazová ischémia svalu;S02-66;Komplikácie po úraze
T797;Poúrazový podkožný emfyzém;S02-66;Komplikácie po úraze
T798;Iná včasná komplikácia úrazu;S02-66;Komplikácie po úraze
T799;Včasná komplikácia úrazu, bližšie neurčená;S02-66;Komplikácie po úraze
T8650;Porucha prekrvenia transplantovanej kože;S02-67;Zlyhanie a odvrhnutie transplantátu kože
T8651;Nekróza transplantovanej kože;S02-67;Zlyhanie a odvrhnutie transplantátu kože
T8652;Strata kožného transplantátu;S02-67;Zlyhanie a odvrhnutie transplantátu kože
T8659;Iná a bližšie neurčená porucha funkcie, zlyhávanie a odvrhnutie transplantovanej kože;S02-67;Zlyhanie a odvrhnutie transplantátu kože
B431;Chromomykotický absces mozgu;S03-44;Absces mozgu
G060;Intrakraniálny absces a granulóm;S03-44;Absces mozgu
G061;Intraspinálny absces a granulóm;S03-44;Absces mozgu
G062;Extradurálny a subdurálny absces, bližšie neurčený;S03-44;Absces mozgu
Q100;Vrodená ptóza;S04-08;Vrodené chyby oka a očných adnexov
Q101;Vrodené ektropium;S04-08;Vrodené chyby oka a očných adnexov
Q102;Vrodené entropium;S04-08;Vrodené chyby oka a očných adnexov
Q103;Iná vrodená chyba mihalnice;S04-08;Vrodené chyby oka a očných adnexov
Q104;Chýbanie alebo agenéza slzných orgánov;S04-08;Vrodené chyby oka a očných adnexov
Q105;Vrodené zúženie (stenóza alebo striktúra) nosovoslzného kanála;S04-08;Vrodené chyby oka a očných adnexov
Q106;Iná vrodená chyba slzných orgánov;S04-08;Vrodené chyby oka a očných adnexov
Q107;Vrodená chyba očnice;S04-08;Vrodené chyby oka a očných adnexov
Q110;Cystická očná guľa;S04-08;Vrodené chyby oka a očných adnexov
Q111;Iný anoftalmus;S04-08;Vrodené chyby oka a očných adnexov
Q112;Mikroftalmus;S04-08;Vrodené chyby oka a očných adnexov
Q113;Makroftalmus;S04-08;Vrodené chyby oka a očných adnexov
Q120;Vrodený sivý zákal (katarakta);S04-08;Vrodené chyby oka a očných adnexov
Q121;Vrodená dislokácia šošovky;S04-08;Vrodené chyby oka a očných adnexov
Q122;Kolobóm šošovky;S04-08;Vrodené chyby oka a očných adnexov
Q123;Vrodená afakia;S04-08;Vrodené chyby oka a očných adnexov
Q124;Sférofakia;S04-08;Vrodené chyby oka a očných adnexov
Q128;Iná vrodená chyba šošovky;S04-08;Vrodené chyby oka a očných adnexov
Q129;Vrodená chyba šošovky, bližšie neurčená;S04-08;Vrodené chyby oka a očných adnexov
Q130;Kolobóm dúhovky;S04-08;Vrodené chyby oka a očných adnexov
Q131;Chýbanie dúhovky;S04-08;Vrodené chyby oka a očných adnexov
Q132;Iná vrodená chyba dúhovky;S04-08;Vrodené chyby oka a očných adnexov
Q133;Vrodený zákal rohovky;S04-08;Vrodené chyby oka a očných adnexov
Q134;Iná vrodená chyba rohovky;S04-08;Vrodené chyby oka a očných adnexov
Q135;Belasá skléra;S04-08;Vrodené chyby oka a očných adnexov
Q138;Iná vrodená chyba predného segmentu oka;S04-08;Vrodené chyby oka a očných adnexov
Q139;Vrodená chyba predného segmentu oka, bližšie neurčená;S04-08;Vrodené chyby oka a očných adnexov
Q140;Vrodená chyba sklovca;S04-08;Vrodené chyby oka a očných adnexov
Q141;Vrodená chyba sietnice;S04-08;Vrodené chyby oka a očných adnexov
Q142;Vrodená chyba terča zrakového nervu;S04-08;Vrodené chyby oka a očných adnexov
Q143;Vrodená chyba cievovky;S04-08;Vrodené chyby oka a očných adnexov
Q148;Iná vrodená chyba zadného segmentu oka;S04-08;Vrodené chyby oka a očných adnexov
Q149;Vrodená chyba zadného segmentu oka, bližšie neurčená;S04-08;Vrodené chyby oka a očných adnexov
Q158;Iná vrodená chyba oka, bližšie určená;S04-08;Vrodené chyby oka a očných adnexov
Q159;Vrodená chyba oka, bližšie neurčená;S04-08;Vrodené chyby oka a očných adnexov
R441;Zrakové halucinácie;S04-08;Vrodené chyby oka a očných adnexov
H340;Prechodná oklúzia tepny sietnice;S04-17;Retinopatia
H341;Oklúzia a.centralis retinae;S04-17;Retinopatia
H342;Iná oklúzia tepien sietnice;S04-17;Retinopatia
H348;Iná oklúzia ciev sietnice;S04-17;Retinopatia
H349;Oklúzia cievy sietnice, bližšie neurčená;S04-17;Retinopatia
H350;Retinopatia zadnej steny oka a cievne zmeny sietnice;S04-17;Retinopatia
H351;Retinopatia nedonosených;S04-17;Retinopatia
H352;Iná proliferatívna retinopatia;S04-17;Retinopatia
A503;Neskorá vrodená syfilitická okulopatia;S04-18;Infekcie a zápaly oka a očných adnexov
A543;Gonokoková infekcia oka;S04-18;Infekcie a zápaly oka a očných adnexov
A710;Trachóm, začiatočné štádium;S04-18;Infekcie a zápaly oka a očných adnexov
A711;Trachóm, aktívne štádium;S04-18;Infekcie a zápaly oka a očných adnexov
A719;Trachóm, bližšie neurčený;S04-18;Infekcie a zápaly oka a očných adnexov
B005;Očná infekcia herpetickým vírusom;S04-18;Infekcie a zápaly oka a očných adnexov
B023;Zosterová choroba oka;S04-18;Infekcie a zápaly oka a očných adnexov
B580;Toxoplazmová okulopatia;S04-18;Infekcie a zápaly oka a očných adnexov
B691;Cysticerkóza oka;S04-18;Infekcie a zápaly oka a očných adnexov
H050;Akútny zápal očnice  ;S04-18;Infekcie a zápaly oka a očných adnexov
H150;Skleritída;S04-18;Infekcie a zápaly oka a očných adnexov
H160;Vred rohovky [ulcus corneae];S04-18;Infekcie a zápaly oka a očných adnexov
