kod_vykonu;nazov_vykonu;skupina_diagnoz;kod_ms;nazov_ms
5o230x;Kruhová ureterokutaneostómia, ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2311;Transureteroureterokutaneostómia, laparotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2312;Transureteroureterokutaneostómia, lumbotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2314;Transureteroureterokutaneostómia, laparoskopicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o231x;Transureteroureterokutaneostómia, ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2321;Revízia ureterokutaneostómie, laparotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2322;Revízia ureterokutaneostómie, lumbotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2324;Revízia ureterokutaneostómie, laparoskopicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o232x;Revízia ureterokutaneostómie, ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2331;Uzavretie ureterokutaneostómie, laparotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2332;Uzavretie ureterokutaneostómie, lumbotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2334;Uzavretie ureterokutaneostómie, laparoskopicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o233x;Uzavretie ureterokutaneostómie, ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2341;Konverzia supravezikálnej derivácie moču/ureterostómia, laparotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2342;Konverzia supravezikálnej derivácie moču/ureterostómia, lumbotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2344;Konverzia supravezikálnej derivácie moču/ureterostómia, laparoskopicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o234x;Konverzia supravezikálnej derivácie moču/ureterostómia, ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2351;Ureterokutaneostómia, laparotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2352;Ureterokutaneostómia, lumbotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2354;Ureterokutaneostómia, laparoskopicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o235x;Ureterokutaneostómia, ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o23x1;Iná kutánna derivácia moču ureterokutaneostómiou [inkontinentná stómia], laparotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o23x2;Iná kutánna derivácia moču ureterokutaneostómiou [inkontinentná stómia], lumbotomicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o23x4;Iná kutánna derivácia moču ureterokutaneostómiou [inkontinentná stómia], laparoskopicky;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o23xx;Iná kutánna derivácia moču ureterokutaneostómiou [inkontinentná stómia], ostatné;Skupina onkologických diagnóz 11;S44-04;Komplexné výkony na močovode - onko
5o2040;Ureterovezikoneoimplantácia s modelážou močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2044;Ureterovezikoneoimplantácia s modelážou močovodu, laparoskopicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o204x;Ureterovezikoneoimplantácia s modelážou močovodu, ostatné;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2050;Protirefluxová plastika močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2054;Protirefluxová plastika močovodu, laparoskopicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o205x;Protirefluxová plastika močovodu, ostatné;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2060;Trans-ureteroureterostómia, otvorene chirurgicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2064;Trans-ureteroureterostómia, laparoskopicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o206x;Trans-ureteroureterostómia, ostatné;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2070;Čiastočná náhrada močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2074;Čiastočná náhrada močovodu, laparoskopicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o207x;Čiastočná náhrada močovodu, ostatné;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o208;Náhrada časti močovodu lalokom z močového mechúra;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2090;Totálna náhrada močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2094;Totálna náhrada močovodu, laparoskopicky;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o209x;Totálna náhrada močovodu, ostatné;Skupina onkologických diagnóz 25;S44-04;Komplexné výkony na močovode - onko
5o2010;Reanastomóza močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o2014;Reanastomóza močovodu, laparoskopicky;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o201x;Reanastomóza močovodu, ostatné;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o2020;Uzavretie ureterokutánnej fistuly, otvorene chirurgicky;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o2024;Uzavretie ureterokutánnej fistuly, laparoskopicky;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o202x;Uzavretie ureterokutánnej fistuly, ostatné;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o2030;Uzavretie ureteroenterálnej fistuly, otvorene chirurgicky;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o2034;Uzavretie ureteroenterálnej fistuly, laparoskopicky;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o203x;Uzavretie ureteroenterálnej fistuly, ostatné;Skupina onkologických diagnóz 27;S44-04;Komplexné výkony na močovode - onko
5o2000;Sutúra močovodu po poranení, otvorene chirurgicky;Skupina onkologických diagnóz 29;S44-04;Komplexné výkony na močovode - onko
5o2004;Sutúra močovodu po poranení, laparoskopicky;Skupina onkologických diagnóz 29;S44-04;Komplexné výkony na močovode - onko
5o200x;Sutúra močovodu po poranení, ostatné;Skupina onkologických diagnóz 29;S44-04;Komplexné výkony na močovode - onko
5o2601;Parciálna resekcia močovodu, otvorene chirurgicky abdominálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2602;Parciálna resekcia močovodu, lumbotomicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2604;Parciálna resekcia močovodu, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o260x;Parciálna resekcia močovodu, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2611;Ureterektómia, otvorene chirurgicky abdominálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2612;Ureterektómia, lumbotomicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2614;Ureterektómia, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o261x;Ureterektómia, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2621;Resekcia pahýľa močovodu, laparotomicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2622;Resekcia pahýľa močovodu, lumbotomicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2624;Resekcia pahýľa močovodu, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o262x;Resekcia pahýľa močovodu, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o263;Exstirpácia pahýľa močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o264;Ureterorenoskopická excízia chorého tkaniva močovodu;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o26x1;Iná excízia a deštrukcia chorého tkaniva močovodu, resekcia močovodu a ureterektómia, laparotomicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o26x2;Iná excízia a deštrukcia chorého tkaniva močovodu, resekcia močovodu a ureterektómia, lumbotomicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o26x4;Iná excízia a deštrukcia chorého tkaniva močovodu, resekcia močovodu a ureterektómia, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o26xx;Iná excízia a deštrukcia chorého tkaniva močovodu, resekcia močovodu a ureterektómia, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2800;Ureterosigmoideostómia bez antirefluxnej ureteroenteroanastomózy;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2801;Ureterosigmoideostómia s antirefluxnou ureteroenteroanastomózou;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2810;Vyústenie močovodov do hrubého čreva, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2814;Vyústenie močovodov do hrubého čreva, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2820;Uretereileostómia s vytvorením rezervoáru z tenkého čreva otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2824;Uretereileostómia s vytvorením rezervoáru z tenkého čreva laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o283;Konverzia inej supravezikálnej derivácie moču na vnútornú deriváciu prostredníctvom čreva;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o284;Revízia ureteroenterálnej anastomózy;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o28x;Vnútorná derivácia moču prostredníctvom čreva, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2900;Obnaženie močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2904;Obnaženie močovodu, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o290t;Obnaženie močovodu, transuretrálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o290x;Obnaženie močovodu, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2910;Ligatúra močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2914;Ligatúra močovodu, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o291t;Ligatúra močovodu, transuretrálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o291x;Ligatúra močovodu, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2920;Uzavretie močovodu, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2924;Uzavretie močovodu, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o292t;Uzavretie močovodu, transuretrálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o292x;Uzavretie močovodu, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o293x;Ureterolýza bez intraperitoneálnej transpozície, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2940;Ureterolýza s intraperitoneálnou transpozíciou, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2944;Ureterolýza s intraperitoneálnou transpozíciou, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o294t;Ureterolýza s intraperitoneálnou transpozíciou, transuretrálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o294x;Ureterolýza s intraperitoneálnou transpozíciou, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2950;Ureterolýza s obalením omentom, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2954;Ureterolýza s obalením omentom, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o295t;Ureterolýza s obalením omentom, transuretrálne;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o295x;Ureterolýza s obalením omentom, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2970;Operačná revízia na močovode, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o2974;Operačná revízia na močovode, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o297x;Operačná revízia na močovode, ostatné;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o29x0;Iné operácie na močovode, otvorene chirurgicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o29x4;Iné operácie na močovode, laparoskopicky;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
5o29xx;Iné operácie na močovode, iný spôsob;Skupina onkologických diagnóz 33;S44-04;Komplexné výkony na močovode - onko
