kriterium;poradieKriterium;typKriterium;kod;nazov;pocetKriterium
So signifikantným OP výkonom;1;vyk;5q1204;;1
So signifikantným OP výkonom;1;vyk;5q1208;;1
So signifikantným OP výkonom;1;vyk;5q1300;;1
So signifikantným OP výkonom;1;vyk;5q1304;;1
So signifikantným OP výkonom;1;vyk;5q1308;;1
So signifikantným OP výkonom;1;vyk;5q1310;;1
So signifikantným OP výkonom;1;vyk;5q1314;;1
So signifikantným OP výkonom;1;vyk;5q1318;;1
So signifikantným OP výkonom;1;vyk;5q1320;;1
So signifikantným OP výkonom;1;vyk;5q1324;;1
So signifikantným OP výkonom;1;vyk;5q1328;;1
So signifikantným OP výkonom;1;vyk;5q133;;1
So signifikantným OP výkonom;1;vyk;5q140;;1
So signifikantným OP výkonom;1;vyk;5q141;;1
So signifikantným OP výkonom;1;vyk;5q142;;1
So signifikantným OP výkonom;1;vyk;5q210;;1
So signifikantným OP výkonom;1;vyk;5q211;;1
So signifikantným OP výkonom;1;vyk;5q212;;1
So signifikantným OP výkonom;1;vyk;5q213;;1
So signifikantným OP výkonom;1;vyk;5q220;;1
So signifikantným OP výkonom;1;vyk;5q2210;;1
So signifikantným OP výkonom;1;vyk;5q2211;;1
So signifikantným OP výkonom;1;vyk;5q2214;;1
So signifikantným OP výkonom;1;vyk;5q2217;;1
So signifikantným OP výkonom;1;vyk;5q223;;1
So signifikantným OP výkonom;1;vyk;5q230;;1
So signifikantným OP výkonom;1;vyk;5q2310;;1
So signifikantným OP výkonom;1;vyk;5q2314;;1
So signifikantným OP výkonom;1;vyk;5q291;;1
So signifikantným OP výkonom;1;vyk;5q293;;1
So signifikantným OP výkonom;1;vyk;5q4010;;1
So signifikantným OP výkonom;1;vyk;5q4011;;1
So signifikantným OP výkonom;1;vyk;5q4012;;1
So signifikantným OP výkonom;1;vyk;5q4014;;1
So signifikantným OP výkonom;1;vyk;5q4017;;1
So signifikantným OP výkonom;1;vyk;5q4018;;1
So signifikantným OP výkonom;1;vyk;5q401a1;;1
So signifikantným OP výkonom;1;vyk;5q4022;;1
So signifikantným OP výkonom;1;vyk;5q4027;;1
So signifikantným OP výkonom;1;vyk;5q4031;;1
So signifikantným OP výkonom;1;vyk;5q4032;;1
So signifikantným OP výkonom;1;vyk;5q4033;;1
So signifikantným OP výkonom;1;vyk;5q4040;;1
So signifikantným OP výkonom;1;vyk;5q4044;;1
So signifikantným OP výkonom;1;vyk;5q4048;;1
So signifikantným OP výkonom;1;vyk;5q4050;;1
So signifikantným OP výkonom;1;vyk;5q4054;;1
So signifikantným OP výkonom;1;vyk;5q4058;;1
So signifikantným OP výkonom;1;vyk;5q4100;;1
So signifikantným OP výkonom;1;vyk;5q4104;;1
So signifikantným OP výkonom;1;vyk;5q4107;;1
So signifikantným OP výkonom;1;vyk;5q420;;1
So signifikantným OP výkonom;1;vyk;5q42610;;1
So signifikantným OP výkonom;1;vyk;5q42614;;1
So signifikantným OP výkonom;1;vyk;5q42618;;1
So signifikantným OP výkonom;1;vyk;5q42620;;1
So signifikantným OP výkonom;1;vyk;5q42624;;1
So signifikantným OP výkonom;1;vyk;5q42628;;1
So signifikantným OP výkonom;1;vyk;5q42630;;1
So signifikantným OP výkonom;1;vyk;5q42631;;1
So signifikantným OP výkonom;1;vyk;5q42634;;1
So signifikantným OP výkonom;1;vyk;5q42637;;1
So signifikantným OP výkonom;1;vyk;5q42638;;1
So signifikantným OP výkonom;1;vyk;5q42710;;1
So signifikantným OP výkonom;1;vyk;5q42711;;1
So signifikantným OP výkonom;1;vyk;5q42714;;1
So signifikantným OP výkonom;1;vyk;5q42717;;1
So signifikantným OP výkonom;1;vyk;5q42718;;1
So signifikantným OP výkonom;1;vyk;5q42721;;1
So signifikantným OP výkonom;1;vyk;5q42722;;1
So signifikantným OP výkonom;1;vyk;5q42723;;1
So signifikantným OP výkonom;1;vyk;5q42800;;1
So signifikantným OP výkonom;1;vyk;5q42804;;1
So signifikantným OP výkonom;1;vyk;5q42807;;1
So signifikantným OP výkonom;1;vyk;5q42808;;1
So signifikantným OP výkonom;1;vyk;5q42810;;1
So signifikantným OP výkonom;1;vyk;5q42820;;1
So signifikantným OP výkonom;1;vyk;5q42824;;1
So signifikantným OP výkonom;1;vyk;5q42827;;1
So signifikantným OP výkonom;1;vyk;5q42828;;1
So signifikantným OP výkonom;1;vyk;5q42830;;1
So signifikantným OP výkonom;1;vyk;5q42834;;1
So signifikantným OP výkonom;1;vyk;5q42837;;1
So signifikantným OP výkonom;1;vyk;5q42838;;1
So signifikantným OP výkonom;1;vyk;5q501;;1
So signifikantným OP výkonom;1;vyk;5q502;;1
So signifikantným OP výkonom;1;vyk;5q520;;1
So signifikantným OP výkonom;1;vyk;5q5300;;1
So signifikantným OP výkonom;1;vyk;5q5303;;1
So signifikantným OP výkonom;1;vyk;5q5304;;1
So signifikantným OP výkonom;1;vyk;5q5308;;1
So signifikantným OP výkonom;1;vyk;5q593;;1
So signifikantným OP výkonom;1;vyk;5q594;;1
So signifikantným OP výkonom;1;vyk;5q595;;1
So signifikantným OP výkonom;1;vyk;5q596;;1
So signifikantným OP výkonom;1;vyk;5q5970;;1
So signifikantným OP výkonom;1;vyk;5q5974;;1
So signifikantným OP výkonom;1;vyk;5q5977;;1
So signifikantným OP výkonom;1;vyk;5q5978;;1
So signifikantným OP výkonom;1;vyk;5q610;;1
So signifikantným OP výkonom;1;vyk;5q6201;;1
So signifikantným OP výkonom;1;vyk;5q6202;;1
So signifikantným OP výkonom;1;vyk;5q621;;1
So signifikantným OP výkonom;1;vyk;5q630;;1
So signifikantným OP výkonom;1;vyk;5q632;;1
So signifikantným OP výkonom;1;vyk;5q6330;;1
So signifikantným OP výkonom;1;vyk;5q6337;;1
So signifikantným OP výkonom;1;vyk;5q6340;;1
So signifikantným OP výkonom;1;vyk;5q6347;;1
So signifikantným OP výkonom;1;vyk;5q640;;1
So signifikantným OP výkonom;1;vyk;5q641;;1
So signifikantným OP výkonom;1;vyk;5q642;;1
So signifikantným OP výkonom;1;vyk;5q6504;;1
So signifikantným OP výkonom;1;vyk;5q6507;;1
So signifikantným OP výkonom;1;vyk;5q651;;1
So signifikantným OP výkonom;1;vyk;5q652;;1
So signifikantným OP výkonom;1;vyk;5q653;;1
So signifikantným OP výkonom;1;vyk;5q654;;1
So signifikantným OP výkonom;1;vyk;5q690;;1
So signifikantným OP výkonom;1;vyk;5q691;;1
So signifikantným OP výkonom;1;vyk;5q692;;1
So signifikantným OP výkonom;1;vyk;5q693;;1
So signifikantným OP výkonom;1;vyk;5q710;;1
So signifikantným OP výkonom;1;vyk;5q711;;1
So signifikantným OP výkonom;1;vyk;5q712;;1
So signifikantným OP výkonom;1;vyk;5q7201;;1
So signifikantným OP výkonom;1;vyk;5q7202;;1
So signifikantným OP výkonom;1;vyk;5q721;;1
So signifikantným OP výkonom;1;vyk;5q722;;1
So signifikantným OP výkonom;1;vyk;5q730;;1
So signifikantným OP výkonom;1;vyk;5q731;;1
So signifikantným OP výkonom;1;vyk;5q732;;1
So signifikantným OP výkonom;1;vyk;5q740;;1
So signifikantným OP výkonom;1;vyk;5q741;;1
So signifikantným OP výkonom;1;vyk;5q742;;1
So signifikantným OP výkonom;1;vyk;5q743;;1
So signifikantným OP výkonom;1;vyk;5q750;;1
So signifikantným OP výkonom;1;vyk;5q751;;1
So signifikantným OP výkonom;1;vyk;5q752;;1
So signifikantným OP výkonom;1;vyk;5q753;;1
So signifikantným OP výkonom;1;vyk;5q790;;1
So signifikantným OP výkonom;1;vyk;5r3111;;1
So signifikantným OP výkonom;1;vyk;5r3112;;1
So signifikantným OP výkonom;1;vyk;5r3121;;1
So signifikantným OP výkonom;1;vyk;5r3122;;1
So signifikantným OP výkonom;1;vyk;5r314;;1
So signifikantným OP výkonom;1;vyk;5r3151;;1
So signifikantným OP výkonom;1;vyk;5r3152;;1
So signifikantným OP výkonom;1;vyk;5r3161;;1
So signifikantným OP výkonom;1;vyk;5r3162;;1
So signifikantným OP výkonom;1;vyk;5r3171;;1
So signifikantným OP výkonom;1;vyk;5r3172;;1
So signifikantným OP výkonom;1;vyk;5r3211;;1
So signifikantným OP výkonom;1;vyk;5r3212;;1
So signifikantným OP výkonom;1;vyk;5r3221;;1
So signifikantným OP výkonom;1;vyk;5r3222;;1
So signifikantným OP výkonom;1;vyk;5r3231;;1
So signifikantným OP výkonom;1;vyk;5r3232;;1
So signifikantným OP výkonom;1;vyk;5r3310;;1
So signifikantným OP výkonom;1;vyk;5r3311;;1
So signifikantným OP výkonom;1;vyk;5r3314;;1
So signifikantným OP výkonom;1;vyk;5r3316;;1
So signifikantným OP výkonom;1;vyk;5r3317;;1
So signifikantným OP výkonom;1;vyk;5r331x;;1
So signifikantným OP výkonom;1;vyk;5r3320;;1
So signifikantným OP výkonom;1;vyk;5r3321;;1
So signifikantným OP výkonom;1;vyk;5r3324;;1
So signifikantným OP výkonom;1;vyk;5r3326;;1
So signifikantným OP výkonom;1;vyk;5r3327;;1
So signifikantným OP výkonom;1;vyk;5r332x;;1
So signifikantným OP výkonom;1;vyk;5r3330;;1
So signifikantným OP výkonom;1;vyk;5r3331;;1
So signifikantným OP výkonom;1;vyk;5r3334;;1
So signifikantným OP výkonom;1;vyk;5r3336;;1
So signifikantným OP výkonom;1;vyk;5r3337;;1
So signifikantným OP výkonom;1;vyk;5r333x;;1
So signifikantným OP výkonom;1;vyk;5r3340;;1
So signifikantným OP výkonom;1;vyk;5r3341;;1
So signifikantným OP výkonom;1;vyk;5r3344;;1
So signifikantným OP výkonom;1;vyk;5r3346;;1
So signifikantným OP výkonom;1;vyk;5r3347;;1
So signifikantným OP výkonom;1;vyk;5r334x;;1
So signifikantným OP výkonom;1;vyk;5r3350;;1
So signifikantným OP výkonom;1;vyk;5r3351;;1
So signifikantným OP výkonom;1;vyk;5r3354;;1
So signifikantným OP výkonom;1;vyk;5r3356;;1
So signifikantným OP výkonom;1;vyk;5r3357;;1
So signifikantným OP výkonom;1;vyk;5r335x;;1
So signifikantným OP výkonom;1;vyk;5r3360;;1
So signifikantným OP výkonom;1;vyk;5r3361;;1
So signifikantným OP výkonom;1;vyk;5r3364;;1
So signifikantným OP výkonom;1;vyk;5r3366;;1
So signifikantným OP výkonom;1;vyk;5r3367;;1
So signifikantným OP výkonom;1;vyk;5r336x;;1
So signifikantným OP výkonom;1;vyk;5r339;;1
So signifikantným OP výkonom;1;vyk;5r341;;1
So signifikantným OP výkonom;1;vyk;5r342;;1
So signifikantným OP výkonom;1;vyk;5r343;;1
So signifikantným OP výkonom;1;vyk;5r34x;;1
So signifikantným OP výkonom;1;vyk;5r413;;1
So signifikantným OP výkonom;1;vyk;5r491;;1
So signifikantným OP výkonom;1;vyk;5r492;;1
So signifikantným OP výkonom;1;vyk;5r912;;1
So signifikantným OP výkonom;1;vyk;5r924;;1
So signifikantným OP výkonom;1;vyk;5r931;;1
So signifikantným OP výkonom;1;vyk;5r991;;1
So signifikantným OP výkonom;1;vyk;5s10110;;1
So signifikantným OP výkonom;1;vyk;5s10111;;1
So signifikantným OP výkonom;1;vyk;5s10210;;1
So signifikantným OP výkonom;1;vyk;5s10221;;1
So signifikantným OP výkonom;1;vyk;5s10222;;1
So signifikantným OP výkonom;1;vyk;5s10223;;1
So signifikantným OP výkonom;1;vyk;5s102x;;1
So signifikantným OP výkonom;1;vyk;5s10312;;1
So signifikantným OP výkonom;1;vyk;5s10331;;1
So signifikantným OP výkonom;1;vyk;5s10332;;1
So signifikantným OP výkonom;1;vyk;5s1052;;1
So signifikantným OP výkonom;1;vyk;5s1053;;1
So signifikantným OP výkonom;1;vyk;5s1054;;1
So signifikantným OP výkonom;1;vyk;5s1055;;1
So signifikantným OP výkonom;1;vyk;5s11f3;;1
So signifikantným OP výkonom;1;vyk;5s11f5;;1
So signifikantným OP výkonom;1;vyk;5s2101;;1
So signifikantným OP výkonom;1;vyk;5s2102;;1
So signifikantným OP výkonom;1;vyk;5s2103;;1
So signifikantným OP výkonom;1;vyk;5s2111;;1
So signifikantným OP výkonom;1;vyk;5s2112;;1
So signifikantným OP výkonom;1;vyk;5s2113;;1
So signifikantným OP výkonom;1;vyk;5s212;;1
So signifikantným OP výkonom;1;vyk;5s2201;;1
So signifikantným OP výkonom;1;vyk;5s2202;;1
So signifikantným OP výkonom;1;vyk;5s2203;;1
So signifikantným OP výkonom;1;vyk;5s2211;;1
So signifikantným OP výkonom;1;vyk;5s2212;;1
So signifikantným OP výkonom;1;vyk;5s2213;;1
So signifikantným OP výkonom;1;vyk;5s2214;;1
So signifikantným OP výkonom;1;vyk;5s22200;;1
So signifikantným OP výkonom;1;vyk;5s22201;;1
So signifikantným OP výkonom;1;vyk;5s22210;;1
So signifikantným OP výkonom;1;vyk;5s22211;;1
So signifikantným OP výkonom;1;vyk;5s22220;;1
So signifikantným OP výkonom;1;vyk;5s22221;;1
So signifikantným OP výkonom;1;vyk;5s22230;;1
So signifikantným OP výkonom;1;vyk;5s22231;;1
So signifikantným OP výkonom;1;vyk;5s22240;;1
So signifikantným OP výkonom;1;vyk;5s22241;;1
So signifikantným OP výkonom;1;vyk;5s22250;;1
So signifikantným OP výkonom;1;vyk;5s22251;;1
So signifikantným OP výkonom;1;vyk;5s22260;;1
So signifikantným OP výkonom;1;vyk;5s22261;;1
So signifikantným OP výkonom;1;vyk;5s22270;;1
So signifikantným OP výkonom;1;vyk;5s22271;;1
So signifikantným OP výkonom;1;vyk;5s22280;;1
So signifikantným OP výkonom;1;vyk;5s22281;;1
So signifikantným OP výkonom;1;vyk;5s22290;;1
So signifikantným OP výkonom;1;vyk;5s22291;;1
So signifikantným OP výkonom;1;vyk;5s222x;;1
So signifikantným OP výkonom;1;vyk;5s224;;1
So signifikantným OP výkonom;1;vyk;5s2250a;;1
So signifikantným OP výkonom;1;vyk;5s2250b;;1
So signifikantným OP výkonom;1;vyk;5s2250c;;1
So signifikantným OP výkonom;1;vyk;5s22a;;1
So signifikantným OP výkonom;1;vyk;5s22b;;1
So signifikantným OP výkonom;1;vyk;5s290;;1
So signifikantným OP výkonom;1;vyk;5s291;;1
So signifikantným OP výkonom;1;vyk;5s298;;1
So signifikantným OP výkonom;1;vyk;5s3000;;1
So signifikantným OP výkonom;1;vyk;5s3001;;1
So signifikantným OP výkonom;1;vyk;5s3002;;1
So signifikantným OP výkonom;1;vyk;5s30210;;1
So signifikantným OP výkonom;1;vyk;5s30211;;1
So signifikantným OP výkonom;1;vyk;5s30212;;1
So signifikantným OP výkonom;1;vyk;5s3022;;1
So signifikantným OP výkonom;1;vyk;5s3023;;1
So signifikantným OP výkonom;1;vyk;5s3024;;1
So signifikantným OP výkonom;1;vyk;5s3025;;1
So signifikantným OP výkonom;1;vyk;5s30260;;1
So signifikantným OP výkonom;1;vyk;5s30261;;1
So signifikantným OP výkonom;1;vyk;5s30262;;1
So signifikantným OP výkonom;1;vyk;5s3027;;1
So signifikantným OP výkonom;1;vyk;5s30280;;1
So signifikantným OP výkonom;1;vyk;5s30281;;1
So signifikantným OP výkonom;1;vyk;5s302a;;1
So signifikantným OP výkonom;1;vyk;5s302h;;1
So signifikantným OP výkonom;1;vyk;5s302j;;1
So signifikantným OP výkonom;1;vyk;5s30f0;;1
So signifikantným OP výkonom;1;vyk;5s30f1;;1
So signifikantným OP výkonom;1;vyk;5s30f2;;1
So signifikantným OP výkonom;1;vyk;5s30f3;;1
So signifikantným OP výkonom;1;vyk;5s30f4;;1
So signifikantným OP výkonom;1;vyk;5s30f50;;1
So signifikantným OP výkonom;1;vyk;5s30f51;;1
So signifikantným OP výkonom;1;vyk;5s30f6;;1
So signifikantným OP výkonom;1;vyk;5s30f70;;1
So signifikantným OP výkonom;1;vyk;5s30f71;;1
So signifikantným OP výkonom;1;vyk;5s30f72;;1
So signifikantným OP výkonom;1;vyk;5s30f73;;1
So signifikantným OP výkonom;1;vyk;5s3110;;1
So signifikantným OP výkonom;1;vyk;5s3111;;1
So signifikantným OP výkonom;1;vyk;5s3112;;1
So signifikantným OP výkonom;1;vyk;5s3113;;1
So signifikantným OP výkonom;1;vyk;5s312;;1
So signifikantným OP výkonom;1;vyk;5s3131;;1
So signifikantným OP výkonom;1;vyk;5s313x;;1
So signifikantným OP výkonom;1;vyk;5s314;;1
So signifikantným OP výkonom;1;vyk;5s315;;1
So signifikantným OP výkonom;1;vyk;5s316;;1
So signifikantným OP výkonom;1;vyk;5s317;;1
So signifikantným OP výkonom;1;vyk;5s318;;1
So signifikantným OP výkonom;1;vyk;5s319;;1
So signifikantným OP výkonom;1;vyk;5s31a1;;1
So signifikantným OP výkonom;1;vyk;5s31a2;;1
So signifikantným OP výkonom;1;vyk;5s31b1;;1
So signifikantným OP výkonom;1;vyk;5s31b2;;1
So signifikantným OP výkonom;1;vyk;5s390;;1
So signifikantným OP výkonom;1;vyk;5s391;;1
So signifikantným OP výkonom;1;vyk;5s392;;1
So signifikantným OP výkonom;1;vyk;5s393;;1
So signifikantným OP výkonom;1;vyk;5s394;;1
So signifikantným OP výkonom;1;vyk;5s395;;1
So signifikantným OP výkonom;1;vyk;5s900;;1
So signifikantným OP výkonom;1;vyk;5s90110;;1
So signifikantným OP výkonom;1;vyk;5s90111;;1
So signifikantným OP výkonom;1;vyk;5s90120;;1
So signifikantným OP výkonom;1;vyk;5s90121;;1
So signifikantným OP výkonom;1;vyk;5s901x;;1
So signifikantným OP výkonom;1;vyk;5s902;;1
So signifikantným OP výkonom;1;vyk;5s903;;1
So signifikantným OP výkonom;1;vyk;5s90410;;1
So signifikantným OP výkonom;1;vyk;5s90411;;1
So signifikantným OP výkonom;1;vyk;5s940;;1
So signifikantným OP výkonom;1;vyk;5s941;;1
So signifikantným OP výkonom;1;vyk;5s942;;1
So signifikantným OP výkonom;1;vyk;5s943;;1
So signifikantným OP výkonom;1;vyk;5s992;;1
So signifikantným OP výkonom;1;vyk;5s99b10;;1
So signifikantným OP výkonom;1;vyk;5s99b11;;1
So signifikantným OP výkonom;1;vyk;5s99b20;;1
So signifikantným OP výkonom;1;vyk;5s99b21;;1
So signifikantným OP výkonom;1;vyk;5t0010;;1
So signifikantným OP výkonom;1;vyk;5t0011;;1
So signifikantným OP výkonom;1;vyk;5t0012;;1
So signifikantným OP výkonom;1;vyk;5t0013;;1
So signifikantným OP výkonom;1;vyk;5t0014;;1
So signifikantným OP výkonom;1;vyk;5t0015;;1
So signifikantným OP výkonom;1;vyk;5t0016;;1
So signifikantným OP výkonom;1;vyk;5t0017;;1
So signifikantným OP výkonom;1;vyk;5t0018;;1
So signifikantným OP výkonom;1;vyk;5t0019;;1
So signifikantným OP výkonom;1;vyk;5t001a;;1
So signifikantným OP výkonom;1;vyk;5t001b;;1
So signifikantným OP výkonom;1;vyk;5t001c;;1
So signifikantným OP výkonom;1;vyk;5t001d;;1
So signifikantným OP výkonom;1;vyk;5t001e;;1
So signifikantným OP výkonom;1;vyk;5t001f;;1
So signifikantným OP výkonom;1;vyk;5t001g;;1
So signifikantným OP výkonom;1;vyk;5t001h;;1
So signifikantným OP výkonom;1;vyk;5t001j;;1
So signifikantným OP výkonom;1;vyk;5t001k;;1
So signifikantným OP výkonom;1;vyk;5t001m;;1
So signifikantným OP výkonom;1;vyk;5t001n;;1
So signifikantným OP výkonom;1;vyk;5t001p;;1
So signifikantným OP výkonom;1;vyk;5t001q;;1
So signifikantným OP výkonom;1;vyk;5t001r;;1
So signifikantným OP výkonom;1;vyk;5t001s;;1
So signifikantným OP výkonom;1;vyk;5t001t;;1
So signifikantným OP výkonom;1;vyk;5t001u;;1
So signifikantným OP výkonom;1;vyk;5t001v;;1
So signifikantným OP výkonom;1;vyk;5t001w;;1
So signifikantným OP výkonom;1;vyk;5t001x;;1
So signifikantným OP výkonom;1;vyk;5t001z;;1
So signifikantným OP výkonom;1;vyk;5t0020;;1
So signifikantným OP výkonom;1;vyk;5t0021;;1
So signifikantným OP výkonom;1;vyk;5t0022;;1
So signifikantným OP výkonom;1;vyk;5t0023;;1
So signifikantným OP výkonom;1;vyk;5t0024;;1
So signifikantným OP výkonom;1;vyk;5t0025;;1
So signifikantným OP výkonom;1;vyk;5t0026;;1
So signifikantným OP výkonom;1;vyk;5t0027;;1
So signifikantným OP výkonom;1;vyk;5t0028;;1
So signifikantným OP výkonom;1;vyk;5t0029;;1
So signifikantným OP výkonom;1;vyk;5t002a;;1
So signifikantným OP výkonom;1;vyk;5t002b;;1
So signifikantným OP výkonom;1;vyk;5t002c;;1
So signifikantným OP výkonom;1;vyk;5t002d;;1
So signifikantným OP výkonom;1;vyk;5t002e;;1
So signifikantným OP výkonom;1;vyk;5t002f;;1
So signifikantným OP výkonom;1;vyk;5t002g;;1
So signifikantným OP výkonom;1;vyk;5t002h;;1
So signifikantným OP výkonom;1;vyk;5t002j;;1
So signifikantným OP výkonom;1;vyk;5t002k;;1
So signifikantným OP výkonom;1;vyk;5t002m;;1
So signifikantným OP výkonom;1;vyk;5t002n;;1
So signifikantným OP výkonom;1;vyk;5t002p;;1
So signifikantným OP výkonom;1;vyk;5t002q;;1
So signifikantným OP výkonom;1;vyk;5t002r;;1
So signifikantným OP výkonom;1;vyk;5t002s;;1
So signifikantným OP výkonom;1;vyk;5t002t;;1
So signifikantným OP výkonom;1;vyk;5t002u;;1
So signifikantným OP výkonom;1;vyk;5t002v;;1
So signifikantným OP výkonom;1;vyk;5t002w;;1
So signifikantným OP výkonom;1;vyk;5t002x;;1
So signifikantným OP výkonom;1;vyk;5t002z;;1
So signifikantným OP výkonom;1;vyk;5t0030;;1
So signifikantným OP výkonom;1;vyk;5t0031;;1
So signifikantným OP výkonom;1;vyk;5t0032;;1
So signifikantným OP výkonom;1;vyk;5t0033;;1
So signifikantným OP výkonom;1;vyk;5t0034;;1
So signifikantným OP výkonom;1;vyk;5t0035;;1
So signifikantným OP výkonom;1;vyk;5t0036;;1
So signifikantným OP výkonom;1;vyk;5t0037;;1
So signifikantným OP výkonom;1;vyk;5t0038;;1
So signifikantným OP výkonom;1;vyk;5t0039;;1
So signifikantným OP výkonom;1;vyk;5t003a;;1
So signifikantným OP výkonom;1;vyk;5t003b;;1
So signifikantným OP výkonom;1;vyk;5t003c;;1
So signifikantným OP výkonom;1;vyk;5t003d;;1
So signifikantným OP výkonom;1;vyk;5t003e;;1
So signifikantným OP výkonom;1;vyk;5t003f;;1
So signifikantným OP výkonom;1;vyk;5t003g;;1
So signifikantným OP výkonom;1;vyk;5t003h;;1
