kodHVyk;nazovHVyk;SkDg;kodMS;nazovMS
5t308h;Odstránenie voľných telies z kolenného kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t308k;Odstránenie voľných telies z horného členkového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t308m;Odstránenie voľných telies z dolného členkového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t308p;Odstránenie voľných telies z tarzometatarzálnych kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t308q;Odstránenie voľných telies z metatarzofalangeálnych kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t308x;Odstránenie voľných telies z ostatných kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3090;Exstirpácia cysty (Bakerova cysta) z humeroglenoidálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3098;Exstirpácia cysty (Bakerova cysta) z radiokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t309h;Exstirpácia cysty (Bakerova cysta) z kolenného kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t309k;Exstirpácia cysty (Bakerova cysta) z horného členkového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t309x;Exstirpácia cysty (Bakerova cysta) z ostatných kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t30x0;Iné otvorené chirurgické revízie humeroglenoidálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x1;Iné otvorené chirurgické revízie akromioklavikulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x2;Iné otvorené chirurgické revízie torakoskapulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x3;Iné otvorené chirurgické revízie sternoklavikulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x4;Iné otvorené chirurgické revízie lakťového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x5;Iné otvorené chirurgické revízie proximálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x6;Iné otvorené chirurgické revízie distálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x8;Iné otvorené chirurgické revízie radiokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30x9;Iné otvorené chirurgické revízie ulnokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xe;Iné otvorené chirurgické revízie iliosakrálneho kĺbu;Trauma a poúrazové stavy ;S02-15;Iné výkony na panve pre traumu a poúrazové stavy
5t30xf;Iné otvorené chirurgické revízie symfýzy;Trauma a poúrazové stavy ;S02-15;Iné výkony na panve pre traumu a poúrazové stavy
5t30xg;Iné otvorené chirurgické revízie bedrového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xh;Iné otvorené chirurgické revízie kolenného kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xj;Iné otvorené chirurgické revízie proximálneho tibiofibulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xk;Iné otvorené chirurgické revízie horného členkového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xm;Iné otvorené chirurgické revízie dolného členkového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xn;Iné otvorené chirurgické revízie tarzálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xp;Iné otvorené chirurgické revízie tarzometatarzálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xq;Iné otvorené chirurgické revízie metatarzofalangeálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xr;Iné otvorené chirurgické revízie interfalangeálnych kĺbov nohy;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t30xx;Iné otvorené chirurgické revízie ostatných kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3100;Excízia chorobne zmenenej časti kĺbovej chrupavky humeroglenoidálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3104;Excízia chorobne zmenenej časti kĺbovej chrupavky lakťového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3106;Excízia chorobne zmenenej časti kĺbovej chrupavky distálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3107;Excízia chorobne zmenenej časti kĺbovej chrupavky kĺbov ruky ;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3108;Excízia chorobne zmenenej časti kĺbovej chrupavky radiokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3109;Excízia chorobne zmenenej časti kĺbovej chrupavky ulnokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310g;Excízia chorobne zmenenej časti kĺbovej chrupavky bedrového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310h;Excízia chorobne zmenenej časti kĺbovej chrupavky kolenného kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310k;Excízia chorobne zmenenej časti kĺbovej chrupavky horného členkového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310m;Excízia chorobne zmenenej časti kĺbovej chrupavky dolného členkového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310q;Excízia chorobne zmenenej časti kĺbovej chrupavky metatarzofalangeálnych kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310r;Excízia chorobne zmenenej časti kĺbovej chrupavky interfalangeálnych kĺbov nohy;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t310x;Excízia chorobne zmenenej časti kĺbovej chrupavky ostatných kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3110;Refixácia osteochondrálneho fragmentu humeroglenoidálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3114;Refixácia osteochondrálneho fragmentu lakťového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3116;Refixácia osteochondrálneho fragmentu distálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3117;Refixácia osteochondrálneho fragmentu kĺbov ruky ;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3118;Refixácia osteochondrálneho fragmentu radiokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3119;Refixácia osteochondrálneho fragmentu ulnokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t311g;Refixácia osteochondrálneho fragmentu bedrového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t311h;Refixácia osteochondrálneho fragmentu kolenného kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t311k;Refixácia osteochondrálneho fragmentu horného členkového kĺbu;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t311x;Refixácia osteochondrálneho fragmentu ostatných kĺbov;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3120;Subchondrálna spongioplastika s fixáciou fragmentu humeroglenoidálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3121;Subchondrálna spongioplastika s fixáciou fragmentu akromioklavikulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3123;Subchondrálna spongioplastika s fixáciou fragmentu sternoklavikulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3124;Subchondrálna spongioplastika s fixáciou fragmentu lakťového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3125;Subchondrálna spongioplastika s fixáciou fragmentu proximálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3126;Subchondrálna spongioplastika s fixáciou fragmentu distálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3127;Subchondrálna spongioplastika s fixáciou fragmentu kĺbov ruky ;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3128;Subchondrálna spongioplastika s fixáciou fragmentu radiokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3129;Subchondrálna spongioplastika s fixáciou fragmentu ulnokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312e;Subchondrálna spongioplastika s fixáciou fragmentu iliosakrálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312f;Subchondrálna spongioplastika s fixáciou fragmentu symfýzy;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312g;Subchondrálna spongioplastika s fixáciou fragmentu bedrového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312h;Subchondrálna spongioplastika s fixáciou fragmentu kolenného kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312j;Subchondrálna spongioplastika s fixáciou fragmentu proximálneho tibiofibulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312k;Subchondrálna spongioplastika s fixáciou fragmentu horného členkového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312m;Subchondrálna spongioplastika s fixáciou fragmentu dolného členkového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312n;Subchondrálna spongioplastika s fixáciou fragmentu tarzálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312p;Subchondrálna spongioplastika s fixáciou fragmentu tarzometatarzálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312q;Subchondrálna spongioplastika s fixáciou fragmentu metatarzofalangeálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312r;Subchondrálna spongioplastika s fixáciou fragmentu interfalangeálnych kĺbov nohy;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t312x;Subchondrálna spongioplastika s fixáciou fragmentu ostatných kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3130;Parciálna resekcia menisku;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3131;Totálna resekcia menisku;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3132;Refixácia menisku;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3133;Excízia ganglia menisku;Trauma a poúrazové stavy ;S02-49;Otvorené operácie kĺbov pre traumu a poúrazové stavy
5t3134;Transplantácia menisku;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3135;Implantácia umelého menisku;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3136;Odstránenie umelého menisku;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3170;Transplantácia chrupavky humeroglenoidálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3171;Transplantácia chrupavky akromioklavikulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3173;Transplantácia chrupavky sternoklavikulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3174;Transplantácia chrupavky lakťového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3175;Transplantácia chrupavky proximálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3176;Transplantácia chrupavky distálneho radioulnárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3177;Transplantácia chrupavky kĺbov ruky ;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3178;Transplantácia chrupavky radiokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t3179;Transplantácia chrupavky ulnokarpálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317e;Transplantácia chrupavky iliosakrálneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317g;Transplantácia chrupavky bedrového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317h;Transplantácia chrupavky kolenného kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317j;Transplantácia chrupavky proximálneho tibiofibulárneho kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317k;Transplantácia chrupavky horného členkového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317m;Transplantácia chrupavky dolného členkového kĺbu;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317n;Transplantácia chrupavky tarzálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317p;Transplantácia chrupavky tarzometatarzálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317q;Transplantácia chrupavky metatarzofalangeálnych kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317r;Transplantácia chrupavky interfalangeálnych kĺbov nohy;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
5t317x;Transplantácia chrupavky ostatných kĺbov;Trauma a poúrazové stavy ;S02-18;Otvorené operácie kĺbov pre traumu a poúrazové stavy zložité
